model,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,accuracy_std,precision_std,recall_std,f1_std,roc_auc_std,pr_auc_std
AE+LR,5,0.9728577837595335,0.9096045197740112,0.9747729566094854,0.9410618606916707,0.9941183952369713,0.988053472130351,,,,,,
AE+LR,mean,0.9688138622750897,0.8827525231722296,0.9773006962471257,0.9273208152903566,0.9963103585317847,0.9880302030605401,0.00524122539860245,0.032231532039602453,0.00758248744268025,0.018829107668590663,0.0014232928176918156,0.004154072314587086
AE+LSTM,1,0.9686847599164927,0.8761814744801513,0.9799154334038055,0.9251497005988024,0.9971326225984648,0.9891548535466458,,,,,,
AE+LSTM,2,0.9739130434782609,0.9078389830508474,0.9661781285231116,0.9361004915346806,0.99676884251742,0.9879643178414396,,,,,,
AE+LSTM,3,0.9681643711898849,0.8611422172452408,0.9783715012722646,0.9160214413341274,0.9974439459690898,0.9895831407476766,,,,,,
AE+LSTM,4,0.9837947332883187,0.9509466437177281,0.9866071428571429,0.9684487291849255,0.99900880228709,0.9971635767602418,,,,,,
AE+LSTM,5,0.9730820995962315,0.9006439742410304,0.987891019172553,0.9422521655437921,0.9979329395770472,0.9932052570560187,,,,,,
AE+LSTM,mean,0.9735278014938377,0.8993506585469996,0.9797926450457755,0.9375945056392656,0.9976574305898224,0.9914142291904045,0.005621003226931441,0.030765454916638346,0.007738356810979125,0.017867172471016518,0.0007762343125262384,0.003365184387061711
AE+GRU,1,0.9718162839248434,0.8925459825750242,0.9746300211416491,0.9317837291561395,0.9969398507984768,0.9881128545933859,,,,,,
AE+GRU,2,0.9578595317725752,0.8292452830188679,0.9909808342728298,0.9029275808936826,0.9971952976506426,0.9891289688213488,,,,,,
AE+GRU,3,0.9726800632196884,0.8944246737841044,0.9592875318066157,0.9257213014119091,0.9970101955788193,0.9874790200504597,,,,,,
AE+GRU,4,0.9822192212469052,0.9460154241645244,0.9857142857142858,0.9654569304766069,0.9990243863118524,0.9971805945168053,,,,,,
AE+GRU,5,0.9735307312696276,0.9121813031161473,0.9747729566094854,0.9424390243902439,0.9971339983124732,0.9921876168503212,,,,,,
AE+GRU,mean,0.9716211662867279,0.8948825333317336,0.9770771259089731,0.9336657132657165,0.997460745730453,0.9908178109664642,0.007829522660690251,0.03802035690103414,0.010914951323751072,0.020489708662887615,0.000786959388447235,0.0035686939969716957
