fold,split,epoch,mse
1,train,1,0.5217010084018913
1,train,2,0.4312484140464482
1,train,3,0.40744830929677545
1,train,4,0.3883996876123558
1,train,5,0.37499695962902463
1,train,6,0.3661150633220604
1,train,7,0.359191214098298
1,train,8,0.3551378446667852
1,train,9,0.34907107989847874
1,train,10,0.3461045913371561
1,train,11,0.3421383817349711
1,train,12,0.3380731272654721
1,train,13,0.3371993723095104
1,train,14,0.33339109792504257
1,train,15,0.33275614128745157
1,train,16,0.32997332016626996
1,train,17,0.32785433103534056
1,train,18,0.32807378540329607
1,train,19,0.3247237468812628
1,train,20,0.324743376731018
2,train,1,0.528122601374774
2,train,2,0.434754454858706
2,train,3,0.40985110034825095
2,train,4,0.39160460317638557
2,train,5,0.3791065591741616
2,train,6,0.3683746565185802
2,train,7,0.3597374365363323
2,train,8,0.3571991982384467
2,train,9,0.3522419942096925
2,train,10,0.34921424416169317
2,train,11,0.34582605517246356
2,train,12,0.34266411040870237
2,train,13,0.3417082226402323
2,train,14,0.33977255592463723
2,train,15,0.3378022099044961
2,train,16,0.3369946467204833
2,train,17,0.33402311329690504
2,train,18,0.3338171705393724
2,train,19,0.3306348341136751
2,train,20,0.3288528130088054
3,train,1,0.5202522955729928
3,train,2,0.4253792690349297
3,train,3,0.39990542335829266
3,train,4,0.38163956978791197
3,train,5,0.3655794629118812
3,train,6,0.3593855598862742
3,train,7,0.3522650472504992
3,train,8,0.3469235126821088
3,train,9,0.3434063430193444
3,train,10,0.34167693681280376
3,train,11,0.33563670264163487
3,train,12,0.3338408069291585
3,train,13,0.3319915652170148
3,train,14,0.3282287291867632
3,train,15,0.32870052387596854
3,train,16,0.32524782734017976
3,train,17,0.3213895834247831
3,train,18,0.3210033492093355
3,train,19,0.31967975356629197
3,train,20,0.3185926966998779
4,train,1,0.5175473728859928
4,train,2,0.42917116322148013
4,train,3,0.4026291529897233
4,train,4,0.3833715079326025
4,train,5,0.37181800456953723
4,train,6,0.3594740921972503
4,train,7,0.3560348473174471
4,train,8,0.35066573069968693
4,train,9,0.345005854649443
4,train,10,0.3420944853987492
4,train,11,0.33932696314344946
4,train,12,0.3366144367716682
4,train,13,0.33281426866289593
4,train,14,0.33085725125922283
4,train,15,0.3291089166428002
4,train,16,0.32674224958033626
4,train,17,0.32508045188348056
4,train,18,0.32271803401305643
4,train,19,0.32240134084098776
4,train,20,0.3192420474870104
5,train,1,0.5211153529899221
5,train,2,0.42987727562726386
5,train,3,0.4096258282661438
5,train,4,0.3901031821126669
5,train,5,0.3785135667298881
5,train,6,0.36820785764237524
5,train,7,0.3604576538356257
5,train,8,0.3562048771221873
5,train,9,0.355042979645897
5,train,10,0.3485913507535424
5,train,11,0.34443725582579493
5,train,12,0.3425058368855799
5,train,13,0.34027409899822425
5,train,14,0.3370461102942346
5,train,15,0.33588243580200305
5,train,16,0.33372462582840046
5,train,17,0.33021335303783417
5,train,18,0.3296500132222411
5,train,19,0.32762574572378483
5,train,20,0.3279127065144794
1,val,1,0.3832738399505615
1,val,2,0.36564457416534424
1,val,3,0.34221556782722473
1,val,4,0.3208056092262268
