trip_instance_id,knn_dist,y
2026-03-20_1477769_U_32,0.14787384867668152,1
2026-03-20_1477769_U_34,0.06128760799765587,1
2026-03-20_1477769_U_35,0.0242858175188303,1
2026-03-20_1477769_U_43,0.1613268107175827,0
2026-03-20_1477769_U_44,0.14054016768932343,0
2026-03-20_1477769_U_45,0.08405487984418869,0
2026-03-20_1477769_U_46,0.06575202941894531,0
2026-03-20_1477769_U_47,0.02735745906829834,1
2026-03-20_1477769_U_48,0.018615806475281715,1
2026-03-20_1477769_U_8,0.07221292704343796,0
2026-03-20_1477769_U_9,0.08700563758611679,0
2026-03-20_1477770_U_11,0.07068795710802078,0
2026-03-20_1477770_U_12,0.01671658456325531,0
2026-03-20_1477770_U_13,0.01824095845222473,0
2026-03-20_1477770_U_14,0.03989776223897934,0
2026-03-20_1477770_U_15,0.05127858743071556,0
2026-03-20_1477770_U_17,0.09010311216115952,1
2026-03-20_1481779_U_10,0.02363782562315464,0
2026-03-20_1481779_U_102,0.13582175970077515,0
2026-03-20_1481779_U_104,0.017380809411406517,0
2026-03-20_1481779_U_11,0.01638825796544552,0
2026-03-20_1481779_U_110,0.07447395473718643,1
2026-03-20_1481779_U_111,0.07477287203073502,1
2026-03-20_1481779_U_121,0.018610363826155663,0
2026-03-20_1481779_U_122,0.06331276893615723,0
2026-03-20_1481779_U_124,0.058126300573349,0
2026-03-20_1481779_U_125,0.058228231966495514,0
2026-03-20_1481779_U_127,0.0664004385471344,0
2026-03-20_1481779_U_128,0.02128872089087963,0
2026-03-20_1481779_U_129,0.02042858861386776,0
2026-03-20_1481779_U_130,0.07340505719184875,0
2026-03-20_1481779_U_131,0.04870815575122833,0
2026-03-20_1481779_U_19,0.021376833319664,0
2026-03-20_1481779_U_26,0.06446047872304916,1
2026-03-20_1481779_U_27,0.15372660756111145,0
2026-03-20_1481779_U_28,0.024863243103027344,0
2026-03-20_1481779_U_35,0.08323269337415695,0
2026-03-20_1481779_U_36,0.07780811935663223,0
2026-03-20_1481779_U_37,0.01620592549443245,0
2026-03-20_1481779_U_38,0.039468955248594284,0
2026-03-20_1481779_U_48,0.06433206796646118,0
2026-03-20_1481779_U_49,0.03326524421572685,0
