fold,split,epoch,mse
1,train,1,0.5457666608167806
1,train,2,0.45446424373161837
1,train,3,0.4295969064944961
1,train,4,0.40764395043414126
1,train,5,0.3955438052667939
1,train,6,0.38439710358137724
1,train,7,0.3753234627639948
1,train,8,0.37138710504791644
1,train,9,0.36476439130776245
1,train,10,0.36389915885463836
1,train,11,0.35871560022395144
1,train,12,0.357312449951753
1,train,13,0.3553464643416866
1,train,14,0.3532633686364765
1,train,15,0.34949720386535893
1,train,16,0.3482054608697105
1,train,17,0.3475136726987832
1,train,18,0.3451389636190134
1,train,19,0.3445044611730883
1,train,20,0.3427949015812207
2,train,1,0.5492260208432104
2,train,2,0.4542099818797179
2,train,3,0.42783510233734695
2,train,4,0.40664103742636426
2,train,5,0.3951072496637492
2,train,6,0.38543347153865115
2,train,7,0.37718619920418295
2,train,8,0.37287604798313595
2,train,9,0.3693707666136849
2,train,10,0.3668581317638008
2,train,11,0.3639681817780078
2,train,12,0.36148823409433095
2,train,13,0.35920449062972004
2,train,14,0.3586370444423716
2,train,15,0.35682508695713233
2,train,16,0.3563073197720756
2,train,17,0.3539749352445065
2,train,18,0.35230976416611337
2,train,19,0.3528450626722524
2,train,20,0.35033703228117713
3,train,1,0.5459252154113541
3,train,2,0.44837367964882247
3,train,3,0.419046566415001
3,train,4,0.3983008544629728
3,train,5,0.3844930144472861
3,train,6,0.3746790333952702
3,train,7,0.3679111657637945
3,train,8,0.36639216825575893
3,train,9,0.359772051304159
3,train,10,0.35498997222789574
3,train,11,0.3513127649334115
3,train,12,0.3491979938157847
3,train,13,0.34784601744211896
3,train,14,0.3447440876297548
3,train,15,0.3424817746583845
3,train,16,0.3410639620163071
3,train,17,0.340690017586023
3,train,18,0.33822211602204283
3,train,19,0.3366219694135894
3,train,20,0.3367216599659181
4,train,1,0.5407284388030079
4,train,2,0.44501439146172833
4,train,3,0.41765030106188544
4,train,4,0.39880990320947807
4,train,5,0.3859770484793354
4,train,6,0.37521271365629116
4,train,7,0.37013520247919457
4,train,8,0.36416279451108313
4,train,9,0.3608546025106605
4,train,10,0.35698454008555747
4,train,11,0.3537312313704423
4,train,12,0.35037443167726756
4,train,13,0.34759550247813614
4,train,14,0.34606561295583216
4,train,15,0.34405482507927315
4,train,16,0.3424117858980743
4,train,17,0.341633527631491
4,train,18,0.3409236986452425
4,train,19,0.33737623303289144
4,train,20,0.3376055437494332
5,train,1,0.5447485226560647
5,train,2,0.45038608734456587
5,train,3,0.4273809995239889
5,train,4,0.405641000455534
5,train,5,0.3944731580329613
5,train,6,0.37901119793384846
5,train,7,0.37563614778115717
5,train,8,0.3719431149287963
5,train,9,0.3645443641383883
5,train,10,0.36417961550850264
5,train,11,0.3587022999852476
5,train,12,0.3558208258219168
5,train,13,0.35459847087171714
5,train,14,0.35033109931039136
5,train,15,0.34830580263490407
5,train,16,0.34831833272752627
5,train,17,0.33984553142332696
5,train,18,0.33803782192334325
5,train,19,0.3374904229397505
5,train,20,0.33696032693268546
1,val,1,0.4069737493991852
1,val,2,0.392171174287796
1,val,3,0.3666079342365265
1,val,4,0.35117292404174805
1,val,5,0.33296796679496765
1,val,6,0.3300420939922333
1,val,7,0.31732937693595886
1,val,8,0.3166006803512573
1,val,9,0.3210991621017456
1,val,10,0.3146761953830719
1,val,11,0.3099491000175476
1,val,12,0.3085140883922577
1,val,13,0.30647310614585876
1,val,14,0.3038863241672516
1,val,15,0.30146872997283936
1,val,16,0.3034714460372925
1,val,17,0.3009863495826721
1,val,18,0.304111123085022
1,val,19,0.29597821831703186
1,val,20,0.29900485277175903
2,val,1,0.4388267993927002
2,val,2,0.4063659608364105
2,val,3,0.38198941946029663
2,val,4,0.3700868487358093
2,val,5,0.3602014482021332
2,val,6,0.3456965982913971
2,val,7,0.35035446286201477
2,val,8,0.3430675268173218
2,val,9,0.3449711501598358
2,val,10,0.33891522884368896
2,val,11,0.3362638056278229
2,val,12,0.3360356092453003
2,val,13,0.3413296043872833
2,val,14,0.32834941148757935
2,val,15,0.325846403837204
2,val,16,0.32805851101875305
2,val,17,0.33055341243743896
2,val,18,0.32548946142196655
2,val,19,0.3296326994895935
2,val,20,0.33135735988616943
3,val,1,0.4548828601837158
3,val,2,0.4133697748184204
3,val,3,0.3964986801147461
3,val,4,0.37481874227523804
3,val,5,0.3645309805870056
3,val,6,0.3576272130012512
3,val,7,0.35903435945510864
3,val,8,0.35138139128685
3,val,9,0.3486381769180298
3,val,10,0.35124483704566956
3,val,11,0.34928444027900696
3,val,12,0.34432417154312134
3,val,13,0.34482282400131226
3,val,14,0.3382987678050995
3,val,15,0.3378102779388428
3,val,16,0.34680870175361633
3,val,17,0.3404904305934906
3,val,18,0.3413808345794678
3,val,19,0.33162975311279297
3,val,20,0.3432081639766693
4,val,1,0.37487146258354187
4,val,2,0.3490241765975952
4,val,3,0.3327191174030304
4,val,4,0.31703320145606995
4,val,5,0.30664166808128357
4,val,6,0.30288150906562805
4,val,7,0.2992151379585266
4,val,8,0.29987674951553345
4,val,9,0.2963358163833618
4,val,10,0.29432788491249084
4,val,11,0.28921082615852356
4,val,12,0.29763349890708923
4,val,13,0.28629937767982483
4,val,14,0.2895970940589905
4,val,15,0.28588956594467163
4,val,16,0.28907832503318787
4,val,17,0.2845056653022766
4,val,18,0.2851110100746155
4,val,19,0.2804456055164337
4,val,20,0.28217244148254395
5,val,1,1.4906470775604248
5,val,2,1.4350944757461548
5,val,3,1.2384297847747803
5,val,4,1.246146321296692
5,val,5,1.1769113540649414
5,val,6,1.1090481281280518
5,val,7,1.303942322731018
5,val,8,1.1081271171569824
5,val,9,1.0334951877593994
5,val,10,1.3222402334213257
5,val,11,1.2967625856399536
5,val,12,1.3674554824829102
5,val,13,1.3661316633224487
5,val,14,1.6520957946777344
5,val,15,1.2865221500396729
5,val,16,1.3240021467208862
5,val,17,1.4566320180892944
5,val,18,1.3847720623016357
5,val,19,1.3007757663726807
5,val,20,1.4316794872283936
