model,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,accuracy_std,precision_std,recall_std,f1_std,roc_auc_std,pr_auc_std
AE+MLP,1,0.753027139874739,0.4259837601499063,0.7209302325581395,0.5355319984295249,0.8221032530859987,0.5665878894073245,,,,,,
AE+MLP,2,0.7745819397993311,0.45317220543806647,0.6764374295377678,0.5427408412483039,0.8255801638515197,0.5740650061495904,,,,,,
AE+MLP,3,0.7333483856400993,0.36573759347382734,0.6844783715012722,0.4767390341160833,0.7952174304794513,0.48625803747323326,,,,,,
AE+MLP,4,0.724510465901418,0.4734151329243354,0.8267857142857142,0.6020806241872562,0.8402997506556038,0.6572504620418999,,,,,,
AE+MLP,5,0.7379991027366533,0.44633110976349305,0.7426841574167508,0.5575757575757576,0.8120051912263734,0.594996151493795,,,,,,
AE+MLP,mean,0.744693406790448,0.43292796034992576,0.7302631810599289,0.5429336511113851,0.8190411578597894,0.5758315093131686,0.017570713287398964,0.03685499242660023,0.05394709318390474,0.04037153616837665,0.014974228574131805,0.054969630293836176
AE+XGBoost,1,0.7989561586638831,0.4932270916334661,0.6543340380549683,0.5624716038164471,0.8350329884523917,0.6120567377625699,,,,,,
AE+XGBoost,2,0.8263099219620959,0.5606741573033708,0.5625704622322435,0.5616207090602139,0.8227508643471602,0.6034143746298367,,,,,,
AE+XGBoost,3,0.7766990291262136,0.4161849710982659,0.6412213740458015,0.5047571357035553,0.7995035967755793,0.509245755756122,,,,,,
AE+XGBoost,4,0.7830294845824893,0.5527027027027027,0.7303571428571428,0.6292307692307693,0.8504191565280943,0.6792654660568952,,,,,,
AE+XGBoost,5,0.7895917451772095,0.5214922952149229,0.6488395560040363,0.5782374100719424,0.8232640054112625,0.6350436408145754,,,,,,
AE+XGBoost,mean,0.7949172679023783,0.5088562435905457,0.6474645146388385,0.5672635255765857,0.8261941223028975,0.6078051950039999,0.017340104821821238,0.052152685635763044,0.05322827414473798,0.039805070265900515,0.016720069385582414,0.05585664016636014
AE+RF,1,0.801043841336117,0.4970906068162926,0.6321353065539113,0.5565379246161005,0.8341356783477395,0.5955936339962805,,,,,,
AE+RF,2,0.8238573021181717,0.5571260306242638,0.5332581736189402,0.5449308755760369,0.832319470982564,0.5958203786951215,,,,,,
AE+RF,3,0.7913750282230751,0.43575418994413406,0.5954198473282443,0.5032258064516129,0.801523225203063,0.5089204261441289,,,,,,
AE+RF,4,0.79248255683097,0.5721574344023324,0.7008928571428571,0.630016051364366,0.8465580800481494,0.6648064136044557,,,,,,
AE+RF,5,0.7875729026469269,0.5181818181818182,0.6326942482341069,0.5697410268059973,0.8306558856649563,0.6322042618119514,,,,,,
AE+RF,mean,0.7992663262310521,0.5160620159937681,0.618880086575612,0.5608903369628226,0.8290384680492945,0.5994690228503876,0.013060657882906166,0.04826324505525794,0.05472498745366567,0.041123095900708305,0.014855221077423686,0.0520921301327474
AE+LR,1,0.737160751565762,0.40212632895559725,0.6797040169133193,0.5053045186640471,0.798925812831507,0.5520470749833051,,,,,,
AE+LR,2,0.7939799331103679,0.48298068077276907,0.5918827508455468,0.5319148936170213,0.8040045421701771,0.5465164982515176,,,,,,
AE+LR,3,0.7258974937909235,0.35618279569892475,0.6743002544529262,0.46613896218117856,0.7790705308867297,0.4475643312123285,,,,,,
AE+LR,4,0.724510465901418,0.47183098591549294,0.7776785714285714,0.5873229939312204,0.8163406560337045,0.5966002479777889,,,,,,
AE+LR,5,0.7337371018393899,0.4365284974093264,0.6801210898082745,0.5317554240631164,0.795728036318793,0.5637463358162876,,,,,,
AE+LR,mean,0.7430571492415722,0.4299298577504221,0.6807373366897276,0.5244873584913167,0.7988139156481823,0.5412948976482456,0.02589669455426013,0.04653020907942321,0.05888229607604494,0.03956975317623213,0.012111693905365001,0.049982081520459805
AE+LSTM,1,0.7164926931106472,0.3882863340563991,0.7568710359408034,0.5132616487455197,0.8181631184922331,0.5737188093351716,,,,,,
AE+LSTM,2,0.7707915273132664,0.4490238611713666,0.7001127395715896,0.547136563876652,0.8285626863978672,0.5914625922484525,,,,,,
AE+LSTM,3,0.7523142921652743,0.38723712835387963,0.6793893129770993,0.49330254041570437,0.7997417753312672,0.5084700814547984,,,,,,
AE+LSTM,4,0.7364393427864055,0.48591938155715075,0.7857142857142857,0.6004776526782668,0.8367933450840462,0.6436818519495747,,,,,,
AE+LSTM,5,0.7442799461641992,0.45323289391086,0.7285570131180625,0.5588235294117647,0.8050749214811002,0.5834658741491416,,,,,,
