fold,split,epoch,mse
1,train,1,0.5382603099269252
1,train,2,0.4455843531529963
1,train,3,0.4153350339568217
1,train,4,0.3985465710522026
1,train,5,0.3851739931918387
1,train,6,0.3771836032363249
1,train,7,0.3681847260844323
1,train,8,0.36233242438258234
1,train,9,0.3623493725040053
1,train,10,0.35540980260859256
1,train,11,0.3498108219288583
1,train,12,0.35070921913270026
1,train,13,0.34886999754068243
1,train,14,0.34414511865612424
1,train,15,0.3429215817468568
1,train,16,0.34087981684233554
1,train,17,0.338410932530639
1,train,18,0.3375349407982228
1,train,19,0.33486293528669625
1,train,20,0.3339191439117582
2,train,1,0.5415176730340635
2,train,2,0.44825886389319325
2,train,3,0.4220235364537844
2,train,4,0.4031014699541347
2,train,5,0.38749525097893994
2,train,6,0.3773141808702912
2,train,7,0.3748805530264344
2,train,8,0.36698764761988545
2,train,9,0.36339015020451076
2,train,10,0.3604010605896023
2,train,11,0.3582542979381454
2,train,12,0.354545562777301
2,train,13,0.3528318033671715
2,train,14,0.35011630263966576
2,train,15,0.3503802542535352
2,train,16,0.3481137140745848
2,train,17,0.3501089182747921
2,train,18,0.3448593636423769
2,train,19,0.3422559372765917
2,train,20,0.34044336852893026
3,train,1,0.542494535446167
3,train,2,0.44525368543158117
3,train,3,0.41569670835431194
3,train,4,0.39376655525304904
3,train,5,0.37836254923276497
3,train,6,0.3671755382502583
3,train,7,0.36404802954532733
3,train,8,0.3607857642878949
3,train,9,0.35222383032382376
3,train,10,0.34988444267024454
3,train,11,0.34749009816999166
3,train,12,0.34433018290241
3,train,13,0.34050176617964895
3,train,14,0.33915344247935525
3,train,15,0.33632852105607447
3,train,16,0.3352925577004191
3,train,17,0.3327360750294068
3,train,18,0.33081455413304584
3,train,19,0.33073414326973366
3,train,20,0.32810482571662314
4,train,1,0.5310969919386045
4,train,2,0.4418172471120324
4,train,3,0.41068540093764455
4,train,4,0.3905927448625296
4,train,5,0.38100153732467706
4,train,6,0.3715988500437266
4,train,7,0.3637066756335782
4,train,8,0.3599183053617746
4,train,9,0.35655833906690837
4,train,10,0.3521787729901327
4,train,11,0.34853010341315205
4,train,12,0.3441197500682213
4,train,13,0.3424449308027684
4,train,14,0.3406504211081585
4,train,15,0.33793074637651443
4,train,16,0.33662078172807963
4,train,17,0.33317780746540554
4,train,18,0.3324788744810601
4,train,19,0.331597046533101
4,train,20,0.33050986563026064
5,train,1,0.5263366067493466
5,train,2,0.4451832435500454
5,train,3,0.4194716749266839
5,train,4,0.3994196967129976
5,train,5,0.38487152629335164
5,train,6,0.3794967876353734
5,train,7,0.3691828106070908
5,train,8,0.3670446674378825
5,train,9,0.35998458897983526
5,train,10,0.3584924114631935
5,train,11,0.353980851215376
5,train,12,0.35135068513557943
5,train,13,0.34211422922745555
5,train,14,0.33977940636621395
5,train,15,0.3379971444816657
5,train,16,0.33631679037926904
5,train,17,0.33643845384809334
5,train,18,0.335039159466683
5,train,19,0.33284955052003057
5,train,20,0.32815778790645195
1,val,1,0.41081446409225464
1,val,2,0.3836960196495056
1,val,3,0.3488161563873291
1,val,4,0.3367392122745514
1,val,5,0.3248937129974365
1,val,6,0.3210032284259796
1,val,7,0.3227666914463043
1,val,8,0.31406280398368835
1,val,9,0.31209278106689453
1,val,10,0.305277556180954
1,val,11,0.3022993505001068
1,val,12,0.3093085289001465
