fold,split,epoch,mse
1,train,1,0.5336869651698725
1,train,2,0.4485497536625059
1,train,3,0.420477260077726
1,train,4,0.4021405544545915
1,train,5,0.387890590027669
1,train,6,0.38106327063293866
1,train,7,0.37371652036584835
1,train,8,0.36923572869711024
1,train,9,0.36523850801597785
1,train,10,0.3635275927923059
1,train,11,0.3578076504678282
1,train,12,0.35760041601341686
1,train,13,0.35556610243722103
1,train,14,0.35164311303887313
1,train,15,0.3517186281715243
1,train,16,0.3488475906272088
1,train,17,0.3462912501186453
1,train,18,0.34542683098051286
1,train,19,0.344813633349634
1,train,20,0.3439729592919777
2,train,1,0.5384300957683107
2,train,2,0.4538389638486043
2,train,3,0.42464659373525165
2,train,4,0.40682310642490926
2,train,5,0.39501768980227725
2,train,6,0.387760621980882
2,train,7,0.3802215052952229
2,train,8,0.378247485928972
2,train,9,0.37328495725359717
2,train,10,0.36894142040064637
2,train,11,0.36606026021107824
2,train,12,0.36305130493473
2,train,13,0.36294791406728855
2,train,14,0.3615513944499929
2,train,15,0.35891792986174703
2,train,16,0.3578224329041763
2,train,17,0.35422073126258985
2,train,18,0.35277315995223085
2,train,19,0.35156186323770333
2,train,20,0.3519456592244162
3,train,1,0.5295642060293279
3,train,2,0.4449655237332196
3,train,3,0.4168429993827578
3,train,4,0.3962660493775153
3,train,5,0.38687364820023656
3,train,6,0.37593424393677377
3,train,7,0.3706568657932147
3,train,8,0.36423188573877574
3,train,9,0.3603914653961088
3,train,10,0.3573140427470207
3,train,11,0.35782857134308615
3,train,12,0.3528752779247056
3,train,13,0.3494715379997039
3,train,14,0.346507116312712
3,train,15,0.34567797614235274
3,train,16,0.3445345482356112
3,train,17,0.34399670268028554
3,train,18,0.3425420248802279
3,train,19,0.3396574139175281
3,train,20,0.3413100789340449
4,train,1,0.5308217726333041
4,train,2,0.4456010959307912
4,train,3,0.41538447498435704
4,train,4,0.39687996210766513
4,train,5,0.38494614238890124
4,train,6,0.375701760007462
4,train,7,0.3685389609194138
4,train,8,0.3659722144964715
4,train,9,0.36263585027674555
4,train,10,0.35856202758953604
4,train,11,0.3561179636859558
4,train,12,0.3520319377872306
4,train,13,0.35127702009090234
4,train,14,0.3493566091211749
4,train,15,0.347191565368377
4,train,16,0.3455121018727061
4,train,17,0.344512681725999
4,train,18,0.3431887762017653
4,train,19,0.34202789504763104
4,train,20,0.34051844729504116
5,train,1,0.5214491096180929
5,train,2,0.4430818743479084
5,train,3,0.41676942825737134
5,train,4,0.4009166898232111
5,train,5,0.38968990701185147
5,train,6,0.3823236203949216
5,train,7,0.374652086848944
5,train,8,0.369185548747929
5,train,9,0.3651206064182268
5,train,10,0.3624632738425698
5,train,11,0.36113463877372337
5,train,12,0.3590545348928008
5,train,13,0.3567695757242995
5,train,14,0.3544400684850317
5,train,15,0.3524446031996902
5,train,16,0.35074222769955515
5,train,17,0.3493918183613831
5,train,18,0.34806385153615976
5,train,19,0.34621099235726077
5,train,20,0.3447055379059953
1,val,1,0.40357452630996704
1,val,2,0.3825716972351074
1,val,3,0.366075336933136
1,val,4,0.33930128812789917
1,val,5,0.33550742268562317
1,val,6,0.32463735342025757
1,val,7,0.32112807035446167
1,val,8,0.32224011421203613
1,val,9,0.3145877420902252
1,val,10,0.3124164640903473
1,val,11,0.30946779251098633
1,val,12,0.3119598925113678
1,val,13,0.30788764357566833
1,val,14,0.3080826997756958
1,val,15,0.3031875193119049
1,val,16,0.3017905652523041
1,val,17,0.3014906644821167
1,val,18,0.2999842166900635
1,val,19,0.3045271635055542
1,val,20,0.29997166991233826
2,val,1,0.4485740065574646
2,val,2,0.40677037835121155
2,val,3,0.3902880847454071
2,val,4,0.3785065710544586
2,val,5,0.3673917353153229
2,val,6,0.3601745069026947
2,val,7,0.3510763943195343
2,val,8,0.34961044788360596
2,val,9,0.34326255321502686
2,val,10,0.33838605880737305
2,val,11,0.3431677520275116
2,val,12,0.3350977897644043
2,val,13,0.33515405654907227
2,val,14,0.33365580439567566
