model,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,accuracy_std,precision_std,recall_std,f1_std,roc_auc_std,pr_auc_std
AE+MLP,1,0.7634655532359081,0.44152595372107567,0.7463002114164905,0.5548133595284872,0.8363837660294838,0.5954968453875285,,,,,,
AE+MLP,2,0.7632107023411371,0.4388539482879106,0.7080045095828635,0.5418464193270061,0.8231655692471016,0.5737940301389844,,,,,,
AE+MLP,3,0.7398961390833145,0.3711267605633803,0.6704834605597965,0.47778785131459656,0.794136197622545,0.48702962694058366,,,,,,
AE+MLP,4,0.7132568084627504,0.4626576139670223,0.8517857142857143,0.5996228786926462,0.8407395963200206,0.6528487263259415,,,,,,
AE+MLP,5,0.7059219380888291,0.4121844127332602,0.7578203834510595,0.5339495200853182,0.7998180625921729,0.5963438627092554,,,,,,
AE+MLP,mean,0.7371502282423877,0.4252697378545299,0.7468788558591848,0.5416040057896108,0.8188486383622647,0.5811026183004586,0.024187956841342832,0.03146215609611159,0.060783175339430645,0.03917097937717809,0.018858410199874928,0.05383332886916101
AE+XGBoost,1,0.8102296450939457,0.5151020408163265,0.6670190274841438,0.5812989405803777,0.8465709719218659,0.6385530531320915,,,,,,
AE+XGBoost,2,0.8278706800445931,0.565118912797282,0.5625704622322435,0.5638418079096045,0.8352786497321261,0.6184259995982403,,,,,,
AE+XGBoost,3,0.7929555204335065,0.44377682403433477,0.6577608142493638,0.5299846232701179,0.8128971243257137,0.5221588188484549,,,,,,
AE+XGBoost,4,0.7846049966239028,0.5562456866804693,0.7196428571428571,0.6274815103152978,0.8509073664072913,0.6805928409771785,,,,,,
AE+XGBoost,5,0.7927321668909825,0.5280804694048616,0.6357214934409687,0.5769230769230769,0.823504124370561,0.6393995547714558,,,,,,
AE+XGBoost,mean,0.8016786018173863,0.5216647867466548,0.6485429309099154,0.5759059917996948,0.8338316473515116,0.6198260534654843,0.015535663127158917,0.04297642391974674,0.051063077967378814,0.03144668214427624,0.014148331158903365,0.05285314333688852
AE+RF,1,0.818580375782881,0.533920704845815,0.6405919661733616,0.5824123017779913,0.84653109758378,0.6324035758908286,,,,,,
AE+RF,2,0.8329988851727982,0.5891472868217055,0.5140924464487034,0.5490668272125225,0.8407777589077735,0.6118980935040638,,,,,,
AE+RF,3,0.7922781666290359,0.4404973357015986,0.6310432569974554,0.5188284518828452,0.8106208078653405,0.5165835164298042,,,,,,
AE+RF,4,0.795633580913797,0.5784023668639053,0.6982142857142857,0.6326860841423948,0.853923681269077,0.6746211759472409,,,,,,
AE+RF,5,0.7898160610139076,0.5226890756302521,0.627648839556004,0.5703805593764328,0.8282418897274779,0.6227720062750544,,,,,,
AE+RF,mean,0.805861413902484,0.5329313539726552,0.622318158977962,0.5706748448784373,0.8360190470706899,0.6116556736093983,0.016998710902401844,0.052683536202446916,0.05985232230470483,0.037784132086316945,0.015226813200334685,0.05207202055587427
AE+LR,1,0.7599164926931107,0.43376623376623374,0.7061310782241015,0.5374094931617055,0.8161399770763806,0.5663502440721397,,,,,,
AE+LR,2,0.7906354515050167,0.47707231040564374,0.6099210822998873,0.5353785254824345,0.8190898049962619,0.5682377213457148,,,,,,
AE+LR,3,0.739218785278844,0.3738892686261107,0.6959287531806616,0.4864384170742552,0.7909469797771739,0.4856293356930746,,,,,,
AE+LR,4,0.7443169029934729,0.49536500579374276,0.7633928571428571,0.600843288826423,0.8296490101457374,0.6308015581619677,,,,,,
AE+LR,5,0.734185733512786,0.43733850129198965,0.6831483350151363,0.5332808192201655,0.7911299765381948,0.5697932559813917,,,,,,
AE+LR,mean,0.753654673196646,0.4434862639767442,0.6917044211725287,0.5386701087529968,0.8093911497067496,0.5641624230508577,0.02040302317038116,0.041941488057522194,0.049248200767054474,0.0364283462425363,0.015643844442708995,0.04617644645229163
