trip_instance_id,recon_mse,y
2026-03-20_1348037_U_29,0.48959627747535706,0
2026-03-20_1348037_U_30,0.23893092572689056,0
2026-03-20_1348037_U_33,0.3509221374988556,0
2026-03-20_1348037_U_39,0.567901074886322,0
2026-03-20_1348037_U_41,0.36970898509025574,0
2026-03-20_1348037_U_42,0.3385365605354309,0
2026-03-20_1348037_U_46,0.50501549243927,0
2026-03-20_1348037_U_48,0.3288199305534363,0
2026-03-20_1348037_U_49,0.8811307549476624,0
2026-03-20_1348037_U_50,0.42732706665992737,0
2026-03-20_1348037_U_52,0.45394667983055115,0
2026-03-20_1349260_U_20,0.16710665822029114,0
2026-03-20_1349260_U_21,0.22543106973171234,0
2026-03-20_1349260_U_22,0.9617710113525391,0
2026-03-20_1349260_U_24,0.17643289268016815,0
2026-03-20_1349260_U_25,0.1681322604417801,0
2026-03-20_1349260_U_26,1.4741969108581543,1
2026-03-20_1349260_U_28,0.17635932564735413,0
2026-03-20_1349260_U_29,0.11247282475233078,0
2026-03-20_1349260_U_30,0.27924656867980957,1
2026-03-20_1349260_U_32,0.1547485738992691,0
2026-03-20_1349260_U_33,0.14771680533885956,0
2026-03-20_1349260_U_34,0.13776233792304993,0
2026-03-20_1349260_U_36,1.2950196266174316,0
2026-03-20_1359254_U_14,0.19058474898338318,1
2026-03-20_1359254_U_29,0.36111167073249817,0
2026-03-20_1359254_U_30,0.18090733885765076,1
2026-03-20_1359254_U_41,0.1499212384223938,1
2026-03-20_1359254_U_42,0.5949546694755554,1
2026-03-20_1359254_U_48,0.17840935289859772,0
2026-03-20_1359254_U_59,0.15638715028762817,1
2026-03-20_1359254_U_68,0.23106221854686737,0
2026-03-20_1359254_U_69,0.2907957136631012,1
2026-03-20_1359254_U_70,0.17008423805236816,1
2026-03-20_1359254_U_73,0.2635514438152313,1
2026-03-20_1359254_U_74,0.2773846387863159,0
2026-03-20_1359254_U_75,0.30411460995674133,1
2026-03-20_1359254_U_77,0.17725126445293427,0
2026-03-20_1359254_U_78,0.25805723667144775,1
2026-03-20_1359254_U_8,0.14644314348697662,1
2026-03-20_1359254_U_9,0.37368252873420715,0
2026-03-20_1390072_U_11,0.21467237174510956,0
2026-03-20_1390072_U_16,0.3805672228336334,1
2026-03-20_1390072_U_20,0.11958181113004684,0
2026-03-20_1390072_U_21,0.27332568168640137,0
2026-03-20_1390072_U_22,0.1548396497964859,0
2026-03-20_1390072_U_23,0.16363400220870972,1
2026-03-20_1390072_U_25,0.16321857273578644,0
2026-03-20_1390072_U_26,0.13905687630176544,0
2026-03-20_1390072_U_27,0.1476745307445526,0
2026-03-20_1390072_U_28,0.3249225318431854,0
2026-03-20_1390072_U_9,0.20555859804153442,1
2026-03-20_1407494_U_25,0.4990227520465851,1
2026-03-20_1407494_U_31,0.5689653158187866,1
2026-03-20_1407494_U_32,0.288325697183609,0
2026-03-20_1407494_U_37,0.3052162826061249,0
2026-03-20_1407495_U_10,0.3614908456802368,0
2026-03-20_1407495_U_11,0.17779001593589783,0
2026-03-20_1407495_U_19,0.17000780999660492,0
2026-03-20_1407495_U_20,0.17034579813480377,0
2026-03-20_1407495_U_21,0.2089894413948059,1
2026-03-20_1407495_U_22,0.42596009373664856,0
2026-03-20_1407495_U_23,0.36527395248413086,1
2026-03-20_1407495_U_24,0.2302110642194748,0
2026-03-20_1407495_U_26,0.3403807282447815,1
