fold,split,epoch,mse
1,train,1,0.5391686072699913
1,train,2,0.44614256047860695
1,train,3,0.4167921414939306
1,train,4,0.39937540653785925
1,train,5,0.3830161436484279
1,train,6,0.3741281799518079
1,train,7,0.3680957114611048
1,train,8,0.36298406380479054
1,train,9,0.35823839219240305
1,train,10,0.35404867200868534
1,train,11,0.35157781390733617
1,train,12,0.34654900623906043
1,train,13,0.34572207318839204
1,train,14,0.343422405608666
1,train,15,0.3420727473006026
1,train,16,0.3405144970904114
1,train,17,0.33798548846261905
1,train,18,0.33750126940802433
1,train,19,0.3346698373876592
1,train,20,0.3328040105467629
2,train,1,0.5421552894191003
2,train,2,0.451008086263294
2,train,3,0.4193193974419379
2,train,4,0.39966322869901927
2,train,5,0.3870163643863839
2,train,6,0.3793660292113331
2,train,7,0.36956243930568156
2,train,8,0.36741598559097505
2,train,9,0.3640876960166743
2,train,10,0.35993169090697463
2,train,11,0.3575098899678445
2,train,12,0.35529894371267773
2,train,13,0.3529187114515775
2,train,14,0.3502660616182945
2,train,15,0.3497194003471186
2,train,16,0.346281600984889
2,train,17,0.34536273362980763
2,train,18,0.34499054528038264
2,train,19,0.3412189312594038
2,train,20,0.34058143387378104
3,train,1,0.5308514397958635
3,train,2,0.43876961146441984
3,train,3,0.4109846573900169
3,train,4,0.3912124138482859
3,train,5,0.37708557554533784
3,train,6,0.3692402940400889
3,train,7,0.3621167247773896
3,train,8,0.35517612393473236
3,train,9,0.3521610522564028
3,train,10,0.34939347176064905
3,train,11,0.34381443786788995
3,train,12,0.34242570295300284
3,train,13,0.3387594221973083
3,train,14,0.338741074460493
3,train,15,0.3370637584110381
3,train,16,0.333503798175026
3,train,17,0.3322446885663019
3,train,18,0.3285092516789134
3,train,19,0.32991597245276816
3,train,20,0.3261964748233137
4,train,1,0.5355486003026156
4,train,2,0.4418345027616326
4,train,3,0.41237617210603095
4,train,4,0.3914950728206567
4,train,5,0.38087509425593097
4,train,6,0.3712257130045286
4,train,7,0.3650614317034332
4,train,8,0.3591218060800727
4,train,9,0.36004854518343027
4,train,10,0.35104970822871573
4,train,11,0.3477220050465893
4,train,12,0.3459130256948337
4,train,13,0.34242849513678486
4,train,14,0.34079469624959247
4,train,15,0.3391709208593402
4,train,16,0.3361330860832208
4,train,17,0.3359818095472497
4,train,18,0.3320647966064198
4,train,19,0.3322135362196976
4,train,20,0.3300850429165531
5,train,1,0.5387373554034972
5,train,2,0.44443543570142396
5,train,3,0.41834587939608264
5,train,4,0.3980305104608267
5,train,5,0.38627103653172373
5,train,6,0.37809297012191423
5,train,7,0.3711698369031221
5,train,8,0.36515053770911526
5,train,9,0.36237532802870576
5,train,10,0.3591556339196756
5,train,11,0.3539749798430523
5,train,12,0.3526295973381526
5,train,13,0.35102696192096655
5,train,14,0.3458877433563622
5,train,15,0.3439034922441966
5,train,16,0.342549821755416
5,train,17,0.33971326483387343
5,train,18,0.3389884197795895
5,train,19,0.336496727777199
5,train,20,0.33745319501195153
1,val,1,0.4055284857749939
1,val,2,0.3806140422821045
1,val,3,0.37247318029403687
1,val,4,0.33583202958106995
1,val,5,0.3269730806350708
1,val,6,0.32266128063201904
1,val,7,0.3178814947605133
1,val,8,0.3088899850845337
1,val,9,0.30566009879112244
1,val,10,0.308076947927475
1,val,11,0.3124195337295532
1,val,12,0.298791766166687
1,val,13,0.29799944162368774
1,val,14,0.29685428738594055
1,val,15,0.29685384035110474
1,val,16,0.30386000871658325
1,val,17,0.2927691340446472
1,val,18,0.2927972376346588
1,val,19,0.288741797208786
1,val,20,0.29379361867904663
2,val,1,0.43752118945121765
2,val,2,0.3968845307826996
2,val,3,0.4021405577659607
2,val,4,0.3554617464542389
2,val,5,0.35540300607681274
2,val,6,0.3469841480255127
2,val,7,0.3372182548046112
2,val,8,0.33879730105400085
2,val,9,0.3389563262462616
2,val,10,0.3314400017261505
2,val,11,0.33110135793685913
2,val,12,0.3288682997226715
2,val,13,0.32663625478744507
2,val,14,0.32885053753852844
2,val,15,0.31923338770866394
2,val,16,0.32353872060775757
2,val,17,0.3191113770008087
2,val,18,0.31325069069862366
2,val,19,0.31693556904792786
2,val,20,0.3178097605705261
3,val,1,0.4432096481323242
3,val,2,0.41883042454719543
3,val,3,0.3933245539665222
3,val,4,0.37118515372276306
3,val,5,0.38680756092071533
3,val,6,0.36383336782455444
3,val,7,0.3668798506259918
3,val,8,0.3530240058898926
3,val,9,0.3517855703830719
3,val,10,0.34247907996177673
3,val,11,0.34703847765922546
3,val,12,0.35095837712287903
3,val,13,0.33466652035713196
3,val,14,0.35028401017189026
3,val,15,0.350312203168869
3,val,16,0.3322226405143738
3,val,17,0.33466994762420654
3,val,18,0.32915669679641724
3,val,19,0.32665207982063293
3,val,20,0.32547348737716675
4,val,1,0.36469942331314087
4,val,2,0.34635159373283386
4,val,3,0.3255600929260254
4,val,4,0.30747416615486145
4,val,5,0.303231418132782
4,val,6,0.29429855942726135
4,val,7,0.2964368462562561
4,val,8,0.29443687200546265
4,val,9,0.28912317752838135
4,val,10,0.28528982400894165
4,val,11,0.2838292717933655
4,val,12,0.2805512845516205
4,val,13,0.28558778762817383
4,val,14,0.28119587898254395
4,val,15,0.2789764404296875
4,val,16,0.27608785033226013
4,val,17,0.2762647271156311
4,val,18,0.27345970273017883
4,val,19,0.27318045496940613
4,val,20,0.2762383222579956
5,val,1,1.4216957092285156
5,val,2,1.4763500690460205
5,val,3,1.1806936264038086
5,val,4,1.242152452468872
5,val,5,1.1923868656158447
5,val,6,1.092494249343872
5,val,7,1.1801271438598633
5,val,8,1.073257327079773
5,val,9,1.0788828134536743
5,val,10,1.0332624912261963
5,val,11,1.1428229808807373
5,val,12,1.2055610418319702
5,val,13,1.1699774265289307
5,val,14,1.3878467082977295
5,val,15,1.0235142707824707
5,val,16,0.9591653347015381
5,val,17,1.1804031133651733
5,val,18,1.1380760669708252
5,val,19,1.2683167457580566
5,val,20,1.11113703250885
