trip_instance_id,recon_mse,y
2026-03-20_1348037_U_29,0.3693152666091919,0
2026-03-20_1348037_U_30,0.27129241824150085,0
2026-03-20_1348037_U_33,0.3361147344112396,0
2026-03-20_1348037_U_39,0.5627111792564392,0
2026-03-20_1348037_U_41,0.3205812871456146,0
2026-03-20_1348037_U_42,0.3028998076915741,0
2026-03-20_1348037_U_46,0.4573417901992798,0
2026-03-20_1348037_U_48,0.32054463028907776,0
2026-03-20_1348037_U_49,0.7851831316947937,0
2026-03-20_1348037_U_50,0.41540026664733887,0
2026-03-20_1348037_U_52,0.4420807659626007,0
2026-03-20_1349260_U_20,0.17911022901535034,0
2026-03-20_1349260_U_21,0.24540190398693085,0
2026-03-20_1349260_U_22,0.9269255995750427,0
2026-03-20_1349260_U_24,0.1571839302778244,0
2026-03-20_1349260_U_25,0.1946360468864441,0
2026-03-20_1349260_U_26,1.3927327394485474,1
2026-03-20_1349260_U_28,0.16108323633670807,0
2026-03-20_1349260_U_29,0.09378239512443542,0
2026-03-20_1349260_U_30,0.2913285791873932,1
2026-03-20_1349260_U_32,0.14403067529201508,0
2026-03-20_1349260_U_33,0.14038211107254028,0
2026-03-20_1349260_U_34,0.1319095343351364,0
2026-03-20_1349260_U_36,1.2152485847473145,0
2026-03-20_1359254_U_14,0.20680131018161774,1
2026-03-20_1359254_U_29,0.34687796235084534,0
2026-03-20_1359254_U_30,0.16818885505199432,1
2026-03-20_1359254_U_41,0.16297197341918945,1
2026-03-20_1359254_U_42,0.5417147874832153,1
2026-03-20_1359254_U_48,0.18038029968738556,0
2026-03-20_1359254_U_59,0.1414492130279541,1
2026-03-20_1359254_U_68,0.21905647218227386,0
2026-03-20_1359254_U_69,0.2711399793624878,1
2026-03-20_1359254_U_70,0.16351181268692017,1
2026-03-20_1359254_U_73,0.2712705135345459,1
2026-03-20_1359254_U_74,0.2549251616001129,0
2026-03-20_1359254_U_75,0.2914144992828369,1
2026-03-20_1359254_U_77,0.16218455135822296,0
2026-03-20_1359254_U_78,0.229971781373024,1
2026-03-20_1359254_U_8,0.15799665451049805,1
2026-03-20_1359254_U_9,0.37252292037010193,0
2026-03-20_1390072_U_11,0.20869019627571106,0
2026-03-20_1390072_U_16,0.3538500964641571,1
2026-03-20_1390072_U_20,0.11709577590227127,0
2026-03-20_1390072_U_21,0.2369082123041153,0
2026-03-20_1390072_U_22,0.13780754804611206,0
2026-03-20_1390072_U_23,0.22904688119888306,1
2026-03-20_1390072_U_25,0.1768035888671875,0
2026-03-20_1390072_U_26,0.12626099586486816,0
2026-03-20_1390072_U_27,0.1418772041797638,0
2026-03-20_1390072_U_28,0.30430981516838074,0
2026-03-20_1390072_U_9,0.29893550276756287,1
2026-03-20_1407494_U_25,0.44166097044944763,1
2026-03-20_1407494_U_31,0.5375654101371765,1
2026-03-20_1407494_U_32,0.3006797134876251,0
2026-03-20_1407494_U_37,0.30436307191848755,0
2026-03-20_1407495_U_10,0.339249849319458,0
2026-03-20_1407495_U_11,0.19100983440876007,0
2026-03-20_1407495_U_19,0.20055969059467316,0
2026-03-20_1407495_U_20,0.16951347887516022,0
2026-03-20_1407495_U_21,0.1972125619649887,1
2026-03-20_1407495_U_22,0.4907141923904419,0
2026-03-20_1407495_U_23,0.37175270915031433,1
2026-03-20_1407495_U_24,0.2254713773727417,0
2026-03-20_1407495_U_26,0.31313684582710266,1
2026-03-20_1407495_U_27,0.4203963577747345,1
2026-03-20_1429985_U_104,0.14666050672531128,0
2026-03-20_1429985_U_117,0.15459714829921722,1
2026-03-20_1429985_U_118,0.23361122608184814,0
2026-03-20_1429985_U_33,0.1500852406024933,0
2026-03-20_1429985_U_38,0.16530631482601166,0
2026-03-20_1429985_U_73,0.15954485535621643,1
2026-03-20_1429985_U_99,0.12833814322948456,1
2026-03-20_1431265_U_100,0.15490682423114777,0
2026-03-20_1431265_U_101,0.12207138538360596,0
2026-03-20_1431265_U_102,0.19528019428253174,0
2026-03-20_1431265_U_105,0.14696453511714935,0
2026-03-20_1431265_U_117,0.16750459372997284,0
2026-03-20_1431265_U_118,0.191746786236763,0
2026-03-20_1431265_U_119,0.20229443907737732,1
2026-03-20_1431265_U_121,0.20342034101486206,0
2026-03-20_1431265_U_124,0.14881634712219238,1
2026-03-20_1431265_U_125,0.23344913125038147,1
2026-03-20_1431265_U_130,0.1282569169998169,1
2026-03-20_1431265_U_133,0.1130187064409256,0
2026-03-20_1431265_U_135,0.12169003486633301,1
2026-03-20_1431265_U_137,0.08102551102638245,0
2026-03-20_1431265_U_138,0.19262798130512238,1
2026-03-20_1431265_U_142,0.08473813533782959,0
2026-03-20_1431265_U_143,0.1672409325838089,0
2026-03-20_1431265_U_144,0.1227528527379036,1
2026-03-20_1431265_U_145,0.10030893236398697,1
2026-03-20_1431265_U_148,0.10126892477273941,0
2026-03-20_1431265_U_149,0.21615703403949738,0
2026-03-20_1431265_U_150,0.18429896235466003,0
2026-03-20_1431265_U_152,0.13854430615901947,1
2026-03-20_1431265_U_155,0.19973580539226532,0
2026-03-20_1431265_U_157,0.13627897202968597,1
2026-03-20_1431265_U_160,0.13293717801570892,0
2026-03-20_1431265_U_161,0.14269563555717468,1
2026-03-20_1431265_U_164,0.1595209687948227,0
2026-03-20_1431265_U_165,0.23577764630317688,1
