fold,split,epoch,mse
1,train,1,0.5462245889889297
1,train,2,0.45152994381484163
1,train,3,0.4226562188517663
1,train,4,0.40225190127195
1,train,5,0.3874679530393266
1,train,6,0.3798356749464534
1,train,7,0.36914488000254475
1,train,8,0.36498360095485566
1,train,9,0.36029681873150626
1,train,10,0.3574131137581282
1,train,11,0.35289282514630255
1,train,12,0.3506280315178697
1,train,13,0.34717460024741387
1,train,14,0.3455293265081221
1,train,15,0.3429177449381907
1,train,16,0.3412949002771822
1,train,17,0.33918067342918834
1,train,18,0.33909297181713965
1,train,19,0.3363414072434962
1,train,20,0.3367390439288163
2,train,1,0.5496314419826991
2,train,2,0.4554791106304652
2,train,3,0.4277755319022796
2,train,4,0.4103451692302462
2,train,5,0.3960322946519919
2,train,6,0.3829538477978236
2,train,7,0.37731853400317716
2,train,8,0.37189071677939994
2,train,9,0.3695729388527467
2,train,10,0.3658017561259404
2,train,11,0.36154680216396357
2,train,12,0.3594790124137637
2,train,13,0.3562789400908309
2,train,14,0.354164848445167
2,train,15,0.3525722640710817
2,train,16,0.3507063308022392
2,train,17,0.34907019600062306
2,train,18,0.3467022776603699
2,train,19,0.34536067753190725
2,train,20,0.34328422359597516
3,train,1,0.5419157595491745
3,train,2,0.44560866246760733
3,train,3,0.41190754244445077
3,train,4,0.3907170188678822
3,train,5,0.37958799690847667
3,train,6,0.3710542070403905
3,train,7,0.3648709818510942
3,train,8,0.3584160079628649
3,train,9,0.3552968311057964
3,train,10,0.3515235015624006
3,train,11,0.3472000994312931
3,train,12,0.34431349559569024
3,train,13,0.3411018688913802
3,train,14,0.3391982000058805
3,train,15,0.33759866644379116
3,train,16,0.33648569341486606
3,train,17,0.3352420612330168
3,train,18,0.3316810259097059
3,train,19,0.3313665655507168
3,train,20,0.32996334733677585
4,train,1,0.5365783770529318
4,train,2,0.44223286442353693
4,train,3,0.4111277088522911
4,train,4,0.39972355363654416
4,train,5,0.38304850385642386
4,train,6,0.3751766233586929
4,train,7,0.3679539506704035
4,train,8,0.362524403967488
4,train,9,0.35887046609546097
4,train,10,0.35660801964326644
4,train,11,0.35094147773695666
4,train,12,0.34662459056142353
4,train,13,0.3456747531890869
4,train,14,0.3433145575330291
4,train,15,0.34143472410423653
4,train,16,0.338885506693746
4,train,17,0.3362867213051084
4,train,18,0.33687208377769295
4,train,19,0.33380295042420777
4,train,20,0.3306600064249106
5,train,1,0.5342348675492784
5,train,2,0.4459459308377454
5,train,3,0.4164196478439049
5,train,4,0.399179220619336
5,train,5,0.38450383804213834
5,train,6,0.378724288457716
