model,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,accuracy_std,precision_std,recall_std,f1_std,roc_auc_std,pr_auc_std
AE+MLP,1,0.7703549060542797,0.4493421052631579,0.7219873150105708,0.5539334955393349,0.8355252302811772,0.596156590193622,,,,,,
AE+MLP,2,0.7752508361204014,0.45535055350553505,0.6956031567080045,0.5504014272970562,0.8276403714201739,0.5867229733453203,,,,,,
AE+MLP,3,0.7337999548430797,0.3723196881091618,0.7290076335877863,0.49290322580645163,0.8064732880305148,0.5217935026431626,,,,,,
AE+MLP,4,0.741165878910646,0.49170353982300885,0.79375,0.60724043715847,0.8463503826146769,0.665466664571371,,,,,,
AE+MLP,5,0.7465231045311799,0.45495787427090084,0.7083753784056509,0.5540647198105761,0.810570298536264,0.6028397347927853,,,,,,
AE+MLP,mean,0.7534189360919173,0.4447347521943529,0.7297446967424026,0.5517086611223778,0.8253119141765612,0.5945958931092522,0.016407640085421008,0.03921337445958776,0.03399909293090653,0.03620515745972514,0.01499706477925925,0.04572796490532786
AE+XGBoost,1,0.8150313152400835,0.5247116968698518,0.6733615221987315,0.5898148148148148,0.846570421930996,0.6390003932628943,,,,,,
AE+XGBoost,2,0.8318840579710145,0.5800240673886883,0.5434047350620068,0.5611175785797439,0.8322123088550384,0.6218446412862725,,,,,,
AE+XGBoost,3,0.788665613005193,0.43760399334442596,0.6692111959287532,0.5291750503018109,0.8187349435880029,0.53279762797744,,,,,,
AE+XGBoost,4,0.7861805086653162,0.5587828492392808,0.7214285714285714,0.6297739672642245,0.8532893039852113,0.68178521395118,,,,,,
AE+XGBoost,5,0.8041722745625841,0.5528673835125448,0.6226034308779012,0.5856668248694826,0.8212569019648134,0.6428656346472638,,,,,,
AE+XGBoost,mean,0.8051867538888381,0.5307979980709583,0.6460018910991928,0.5791096471660154,0.8344127760648125,0.6236587022250102,0.016999270898199866,0.049830876268506366,0.06008339157825667,0.033291587588582396,0.013622372552417933,0.04948129087430799
AE+RF,1,0.8206680584551148,0.5389435989256938,0.6363636363636364,0.583616093068347,0.8481029714906734,0.6307654543563049,,,,,,
AE+RF,2,0.8356744704570791,0.601078167115903,0.5028184892897407,0.5475751995089012,0.8330630257446044,0.6005156924736016,,,,,,
AE+RF,3,0.7954391510498984,0.44515539305301643,0.6195928753180662,0.5180851063829788,0.8086668356966095,0.5165337919410691,,,,,,
AE+RF,4,0.7974341661039838,0.5830815709969789,0.6892857142857143,0.6317512274959084,0.8528150659902841,0.6756102966015258,,,,,,
AE+RF,5,0.7976671152983401,0.5392762577228597,0.6165489404641776,0.5753295668549906,0.8313299650706953,0.6395334855206118,,,,,,
AE+RF,mean,0.8093765922728833,0.5415069975628903,0.612921931144267,0.5712714386622252,0.8347955727985733,0.6125917441786226,0.016081425727816623,0.053985828330358025,0.06092842607561024,0.03799200296255081,0.015488783384100278,0.05366645196115298
AE+LR,1,0.7576200417536535,0.43024010382868266,0.7008456659619451,0.5331724969843185,0.8101349017606309,0.5585248074320943,,,,,,
AE+LR,2,0.7872909698996655,0.47124463519313303,0.6189402480270575,0.5350877192982456,0.8079927280156269,0.5592629593136087,,,,,,
AE+LR,3,0.7356062316550012,0.3691366417403127,0.6908396946564885,0.4811696942844484,0.7915654757040411,0.4836420105073397,,,,,,
AE+LR,4,0.7337384650011254,0.4823529411764706,0.76875,0.5927710843373494,0.8254178130776837,0.6223960180443259,,,,,,
AE+LR,5,0.7613279497532526,0.4739099356683345,0.669021190716448,0.5548117154811716,0.8005539908207614,0.5789562001726225,,,,,,
AE+LR,mean,0.7551167316125397,0.4453768515213866,0.6896793598723878,0.5394025420771067,0.8071329818757489,0.5605563990939982,0.019584265591094805,0.04217155687754633,0.04859831436630043,0.036150075096723966,0.01122244278409383,0.04490949715697201
AE+LSTM,1,0.7649269311064718,0.44339622641509435,0.7452431289640592,0.555993690851735,0.8350717628087374,0.6061397370897341,,,,,,
AE+LSTM,2,0.7603121516164995,0.4381578947368421,0.7508455467869222,0.5533859576235979,0.8338448079322534,0.587400385997009,,,,,,
AE+LSTM,3,0.7405734928877851,0.3795620437956204,0.727735368956743,0.4989097252507632,0.8131321597626318,0.5213899275891002,,,,,,
AE+LSTM,4,0.7283367094305649,0.477703741670938,0.8321428571428572,0.6069684141973298,0.8437954086238768,0.6591529760858562,,,,,,
AE+LSTM,5,0.7664872139973082,0.48229461756373937,0.6871846619576185,0.5667915106117354,0.806321502696463,0.6190565805930783,,,,,,
AE+LSTM,mean,0.752127299807726,0.44422290483644683,0.74863031276164,0.5564098597070323,0.8264331283647925,0.5986279214709557,0.015076552264259385,0.03684811105169167,0.04733474838684512,0.03458187025153743,0.014229553946912698,0.045230089487568736
