trip_instance_id,recon_mse,y
2026-03-14_1211316_S_1,0.24691401422023773,0
2026-03-14_1211316_S_10,0.17506790161132812,0
2026-03-14_1211316_S_11,0.19291798770427704,0
2026-03-14_1211316_S_15,0.356661856174469,1
2026-03-14_1211316_S_16,0.2874000072479248,0
2026-03-14_1211316_S_17,0.21690237522125244,0
2026-03-14_1211316_S_18,0.24332201480865479,0
2026-03-14_1211316_S_19,0.14674660563468933,0
2026-03-14_1211316_S_2,0.14827589690685272,0
2026-03-14_1211316_S_20,0.17809168994426727,0
2026-03-14_1211316_S_21,0.2167883664369583,1
2026-03-14_1211316_S_22,0.21216371655464172,0
2026-03-14_1211316_S_23,0.1983826458454132,0
2026-03-14_1211316_S_3,0.23922884464263916,0
2026-03-14_1211316_S_4,0.247056782245636,0
2026-03-14_1211316_S_5,0.10125049948692322,0
2026-03-14_1211316_S_6,0.23922856152057648,0
2026-03-14_1211316_S_7,0.1496262103319168,0
2026-03-14_1211318_S_1,0.20366330444812775,0
2026-03-14_1211318_S_11,0.24509303271770477,0
2026-03-14_1211318_S_12,0.24348393082618713,1
2026-03-14_1211318_S_13,0.17309795320034027,0
2026-03-14_1211318_S_14,0.2340068221092224,0
2026-03-14_1211318_S_18,0.18154031038284302,0
2026-03-14_1211318_S_19,0.15590892732143402,0
2026-03-14_1211318_S_2,0.2150743305683136,0
2026-03-14_1211318_S_20,0.3891601860523224,0
2026-03-14_1211318_S_21,0.24402344226837158,0
2026-03-14_1211318_S_22,0.2081647515296936,1
2026-03-14_1211318_S_25,0.17178063094615936,1
2026-03-14_1211318_S_29,0.2329569011926651,1
2026-03-14_1211318_S_3,0.14072884619235992,0
2026-03-14_1211318_S_30,0.20790688693523407,0
2026-03-14_1211318_S_33,0.34733253717422485,0
2026-03-14_1211318_S_34,0.23387403786182404,0
2026-03-14_1211318_S_35,0.22518634796142578,0
2026-03-14_1211318_S_36,0.25198253989219666,0
2026-03-14_1211318_S_37,0.18592679500579834,0
2026-03-14_1211318_S_39,0.3456408977508545,0
2026-03-14_1211318_S_4,0.1847020983695984,1
2026-03-14_1211318_S_40,0.21151620149612427,0
2026-03-14_1211318_S_41,0.1804274469614029,0
2026-03-14_1211318_S_42,0.17609599232673645,0
2026-03-14_1211318_S_43,0.21757633984088898,0
2026-03-14_1211318_S_44,0.5067277550697327,0
2026-03-14_1211318_S_5,0.1496271789073944,0
2026-03-14_1211318_S_6,0.15468339622020721,1
2026-03-14_1211318_S_7,0.25279638171195984,0
2026-03-14_1211318_S_8,0.21154336631298065,1
2026-03-14_1211318_S_9,0.1369607299566269,0
2026-03-14_1211354_S_1,0.7948569059371948,0
2026-03-14_1211354_S_10,0.26456496119499207,0
2026-03-14_1211354_S_11,0.18584969639778137,0
2026-03-14_1211354_S_12,0.3387899398803711,0
2026-03-14_1211354_S_13,0.598251461982727,0
2026-03-14_1211354_S_14,0.26534995436668396,0
2026-03-14_1211354_S_15,0.6798649430274963,0
2026-03-14_1211354_S_16,0.45713910460472107,1
2026-03-14_1211354_S_17,0.28433331847190857,0
2026-03-14_1211354_S_2,0.5835754871368408,0
2026-03-14_1211354_S_4,0.45816829800605774,0
2026-03-14_1211354_S_5,0.35132378339767456,0
2026-03-14_1211354_S_6,0.7315691709518433,0
2026-03-14_1211354_S_7,0.35489365458488464,0
2026-03-14_1211354_S_8,0.5502767562866211,0
2026-03-14_1211354_S_9,1.2752439975738525,1
2026-03-14_1219443_S_1,0.4622248709201813,1
2026-03-14_1219443_S_10,0.20764926075935364,1
2026-03-14_1219443_S_13,0.17634758353233337,0
2026-03-14_1219443_S_14,0.43523108959198,0
2026-03-14_1219443_S_15,0.3009849786758423,1
2026-03-14_1219443_S_2,0.26875898241996765,0
2026-03-14_1219443_S_3,0.2403378039598465,0
2026-03-14_1219443_S_4,0.2520923912525177,0
2026-03-14_1219443_S_5,0.30298909544944763,0
2026-03-14_1219443_S_6,0.22564370930194855,1
2026-03-14_1219450_S_1,0.26526743173599243,1
2026-03-14_1219450_S_10,0.13928990066051483,0
2026-03-14_1219450_S_11,0.317764550447464,0
2026-03-14_1219450_S_12,0.4396000802516937,0
2026-03-14_1219450_S_13,0.3748036324977875,1
2026-03-14_1219450_S_5,0.4039808213710785,1
2026-03-14_1219450_S_8,0.32135871052742004,0
2026-03-14_1219450_S_9,0.19051168859004974,0
2026-03-14_1220192_S_1,0.49288061261177063,1
2026-03-14_1220192_S_10,0.1537967324256897,1
2026-03-14_1220192_S_11,0.13395889103412628,0
2026-03-14_1220192_S_12,0.18413490056991577,1
2026-03-14_1220192_S_14,0.17783521115779877,1
2026-03-14_1220192_S_15,0.26274576783180237,0
2026-03-14_1220192_S_18,0.20687396824359894,0
2026-03-14_1220192_S_19,0.1983480453491211,1
2026-03-14_1220192_S_2,0.42541512846946716,0
2026-03-14_1220192_S_20,0.2738240659236908,1
