fold,split,epoch,mse
4,val,12,0.2836601436138153
4,val,13,0.2855070233345032
4,val,14,0.2816842198371887
4,val,15,0.27806490659713745
4,val,16,0.27960899472236633
4,val,17,0.2767217457294464
4,val,18,0.2758839726448059
4,val,19,0.27462267875671387
4,val,20,0.27372345328330994
5,val,1,1.6373904943466187
5,val,2,1.5016106367111206
5,val,3,1.4400370121002197
5,val,4,1.32028067111969
5,val,5,1.1083025932312012
5,val,6,1.254313588142395
5,val,7,1.2837246656417847
5,val,8,1.4877485036849976
5,val,9,1.3784538507461548
5,val,10,1.4470845460891724
5,val,11,1.2041683197021484
5,val,12,1.3218038082122803
5,val,13,1.3397343158721924
5,val,14,1.1650505065917969
5,val,15,1.2946078777313232
5,val,16,1.4135111570358276
5,val,17,1.5002191066741943
5,val,18,1.1524747610092163
5,val,19,1.245121955871582
5,val,20,1.3119479417800903
