model,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,accuracy_std,precision_std,recall_std,f1_std,roc_auc_std,pr_auc_std
AE+MLP,1,0.7649269311064718,0.44310998735777496,0.741014799154334,0.5545886075949367,0.838619203921215,0.6053711232447125,,,,,,
AE+MLP,2,0.7759197324414716,0.4553030303030303,0.677564825253664,0.5446307204349796,0.8234463214876359,0.5832566453979929,,,,,,
AE+MLP,3,0.7554752765861368,0.3941553813257306,0.7035623409669212,0.5052535404294198,0.8096198991547804,0.521421531488559,,,,,,
AE+MLP,4,0.729687148323205,0.4791129448169159,0.8294642857142858,0.6073880353056554,0.8500198830660763,0.6666151247617152,,,,,,
AE+MLP,5,0.7568416330192912,0.4697462589459987,0.7285570131180625,0.5712025316455697,0.8160712056038235,0.6154890669254409,,,,,,
AE+MLP,mean,0.7565701442953153,0.4482855205498901,0.7360326528414535,0.5566126870821122,0.8275553026467062,0.5984306983636841,0.015285354828052487,0.02972203539070101,0.05154218662126293,0.03339588573164092,0.014815628196634479,0.04722062495340978
AE+XGBoost,1,0.8223382045929019,0.54035683942226,0.6723044397463002,0.599152143193594,0.851564889022842,0.65078637065267,,,,,,
AE+XGBoost,2,0.8280936454849498,0.5677570093457944,0.5479143179255919,0.5576592082616179,0.8338520147419992,0.6218035164335934,,,,,,
AE+XGBoost,3,0.7943102280424476,0.4446412754650133,0.638676844783715,0.5242819843342037,0.8196869593399171,0.5385866120930135,,,,,,
AE+XGBoost,4,0.7902318253432365,0.5650969529085873,0.7285714285714285,0.6365054602184087,0.8559748613559176,0.6883809620453559,,,,,,
AE+XGBoost,5,0.8048452220726783,0.553116769095698,0.6357214934409687,0.5915492957746479,0.8265537806802904,0.6464696364714071,,,,,,
AE+XGBoost,mean,0.8079638251072427,0.5341937692474705,0.6446377048936008,0.5818296183564945,0.8375265010281933,0.6292054195392079,0.014982674443250656,0.04581966902146476,0.05878905077362005,0.03815738089772928,0.014068191249896373,0.05006414265858543
AE+RF,1,0.8210855949895616,0.5405651777575206,0.6268498942917548,0.5805188448360254,0.8454239659621651,0.6304541535433602,,,,,,
AE+RF,2,0.8356744704570791,0.6033057851239669,0.49379932356257045,0.5430874147551147,0.8352495091535885,0.6058767028437835,,,,,,
AE+RF,3,0.7990517046737412,0.4522058823529412,0.6259541984732825,0.5250800426894343,0.8161348858943116,0.5313677929832743,,,,,,
AE+RF,4,0.7967589466576638,0.579254930606282,0.7080357142857143,0.6372036962635597,0.8595484394480031,0.6846029562627974,,,,,,
AE+RF,5,0.8055181695827726,0.5554561717352415,0.6266397578203835,0.5889046941678521,0.842150453009884,0.651464936499673,,,,,,
AE+RF,mean,0.8116177772721637,0.5461575895151904,0.6162557776867411,0.5749589385423972,0.8397014506935904,0.6207533084265776,0.014725897602976414,0.05158684372572226,0.0688959529066635,0.038996165969897814,0.014197538630877296,0.05162397076634123
