trip_instance_id,date,line_id,trip_id,delayed,degraded_day,rain_mm_trip,score_cnn,score_lstm,anom_cnn,anom_lstm,score_mean
2026-03-11_1288544_U_4,2026-03-11,54,1288544_U_4,0,0,0.6,-0.3926422282691084,-0.5238319326319009,False,False,-0.4582370804505046
2026-03-11_1288544_U_5,2026-03-11,54,1288544_U_5,1,0,0.2,0.07171500025179926,-0.16031040926471807,False,False,-0.0442977045064594
2026-03-11_1288544_U_6,2026-03-11,54,1288544_U_6,1,0,0.0,-0.20359638033208657,-0.24436356312772547,False,False,-0.22397997172990602
2026-03-11_1288544_U_7,2026-03-11,54,1288544_U_7,0,0,0.0,-0.3128556113153227,-0.3302128516207746,False,False,-0.3215342314680486
2026-03-11_1288544_U_8,2026-03-11,54,1288544_U_8,0,0,1.2,0.1452603879733768,0.2564783998527703,False,False,0.20086939391307357
2026-03-11_1288544_U_9,2026-03-11,54,1288544_U_9,0,0,0.0,-0.1588788081750633,-0.172587684000156,False,False,-0.16573324608760964
2026-03-11_1345046_U_1,2026-03-11,39A,1345046_U_1,0,0,0.0,-0.6197228343928813,-0.7769715363148687,False,False,-0.698347185353875
2026-03-11_1345046_U_10,2026-03-11,39A,1345046_U_10,0,0,0.0,-0.23683551758783905,-0.4222034784645692,False,False,-0.3295194980262041
2026-03-11_1345046_U_11,2026-03-11,39A,1345046_U_11,1,0,0.6,-0.4410096042234231,-0.5032760115442025,False,False,-0.4721428078838128
2026-03-11_1345046_U_14,2026-03-11,39A,1345046_U_14,0,0,0.0,0.020796266790690375,-0.08693828426269237,False,False,-0.033071008736000995
2026-03-11_1345046_U_15,2026-03-11,39A,1345046_U_15,0,0,0.0,-0.4351778059819216,-0.595498287719841,False,False,-0.5153380468508812
2026-03-11_1345046_U_16,2026-03-11,39A,1345046_U_16,0,0,0.2,-0.016677540354247077,-0.201993414410163,False,False,-0.10933547738220503
2026-03-11_1345046_U_17,2026-03-11,39A,1345046_U_17,1,0,0.6,0.5001894480422322,0.252418257433897,False,False,0.3763038527380646
2026-03-11_1345046_U_18,2026-03-11,39A,1345046_U_18,0,0,0.2,0.39913671957763447,0.16139790224194503,False,False,0.28026731090978974
2026-03-11_1345046_U_2,2026-03-11,39A,1345046_U_2,1,0,0.0,-0.645255927510693,-0.6993301532925613,False,False,-0.6722930404016272
2026-03-11_1345046_U_20,2026-03-11,39A,1345046_U_20,1,0,0.0,1.708380794418842,1.3517120458691056,True,False,1.5300464201439739
2026-03-11_1345046_U_22,2026-03-11,39A,1345046_U_22,0,0,0.0,0.08223749292773193,0.000474132253343012,False,False,0.04135581259053747
2026-03-11_1345046_U_25,2026-03-11,39A,1345046_U_25,1,0,0.0,-0.036492502925059074,-0.16244094401195056,False,False,-0.09946672346850481
2026-03-11_1345046_U_26,2026-03-11,39A,1345046_U_26,1,0,0.0,-0.3711046798071304,-0.5429667610976073,False,False,-0.45703572045236884
2026-03-11_1345046_U_28,2026-03-11,39A,1345046_U_28,0,0,0.6,-0.5054420229702181,-0.630438191477116,False,False,-0.5679401072236671
2026-03-11_1345046_U_35,2026-03-11,39A,1345046_U_35,0,0,0.0,-0.5842113381062639,-0.5757042868009131,False,False,-0.5799578124535885
2026-03-11_1345046_U_4,2026-03-11,39A,1345046_U_4,1,0,0.6,-0.19880720057537493,-0.3401053464825685,False,False,-0.2694562735289717
2026-03-11_1345046_U_43,2026-03-11,39A,1345046_U_43,0,0,0.0,-0.4205751101159855,-0.4436009806291578,False,False,-0.4320880453725716
2026-03-11_1345046_U_44,2026-03-11,39A,1345046_U_44,0,0,0.0,1.09848912836578,0.8094852746973501,False,False,0.9539872015315651
2026-03-11_1345046_U_45,2026-03-11,39A,1345046_U_45,0,0,0.0,0.296885579510744,0.08290064455011081,False,False,0.1898931120304274
2026-03-11_1345046_U_5,2026-03-11,39A,1345046_U_5,1,0,1.4,0.01129620077361098,0.08484331952696998,False,False,0.04806976015029048
2026-03-11_1345046_U_6,2026-03-11,39A,1345046_U_6,1,0,0.2,0.7554082834276564,0.0068519349050864915,False,False,0.38113010916637147
2026-03-11_1345046_U_7,2026-03-11,39A,1345046_U_7,1,0,0.0,-0.4363844472947553,-0.6259148329877188,False,False,-0.531149640141237
2026-03-11_1345046_U_8,2026-03-11,39A,1345046_U_8,0,0,0.0,-0.35100378597925785,-0.5187665675197419,False,False,-0.4348851767494999
2026-03-11_1345046_U_9,2026-03-11,39A,1345046_U_9,0,0,0.2,0.019148465457335267,-0.19634806786434034,False,False,-0.08859980120350254
2026-03-11_1345046_U_94,2026-03-11,39A,1345046_U_94,1,0,0.6,0.15700354524077112,0.1458865980292987,False,False,0.1514450716350349
2026-03-11_1348037_U_1,2026-03-11,15,1348037_U_1,0,0,0.0,0.8092341506103187,0.8107238839899479,False,False,0.8099790173001333
2026-03-11_1348037_U_10,2026-03-11,15,1348037_U_10,0,0,0.0,0.7046475471187532,0.4254164400974333,False,False,0.5650319936080932
2026-03-11_1348037_U_11,2026-03-11,15,1348037_U_11,0,0,0.0,0.6981176311798029,0.4090436609934684,False,False,0.5535806460866356
2026-03-11_1348037_U_13,2026-03-11,15,1348037_U_13,0,0,0.0,1.2236122675310843,0.8573324090546577,False,False,1.040472338292871
2026-03-11_1348037_U_14,2026-03-11,15,1348037_U_14,1,0,0.2,0.43746306742429825,0.17740524432497434,False,False,0.3074341558746363
2026-03-11_1348037_U_15,2026-03-11,15,1348037_U_15,0,0,0.2,1.0068965799815006,0.8075359041067666,False,False,0.9072162420441336
2026-03-11_1348037_U_16,2026-03-11,15,1348037_U_16,0,0,0.0,0.5418328859923293,0.38763798216065665,False,False,0.464735434076493
2026-03-11_1348037_U_2,2026-03-11,15,1348037_U_2,0,0,0.0,0.3242222400378562,0.008588286942307673,False,False,0.16640526349008194
2026-03-11_1348037_U_21,2026-03-11,15,1348037_U_21,0,0,0.0,0.12153829563953346,-0.1501680726036791,False,False,-0.014314888482072817
2026-03-11_1348037_U_22,2026-03-11,15,1348037_U_22,0,0,0.2,0.0033852970117958956,-0.0579230153674861,False,False,-0.027268859177845103
2026-03-11_1348037_U_23,2026-03-11,15,1348037_U_23,0,0,0.0,0.4959121453738895,0.1939830686649019,False,False,0.3449476070193957
2026-03-11_1348037_U_24,2026-03-11,15,1348037_U_24,0,0,0.0,0.24600714207677668,0.0612053674416228,False,False,0.15360625475919973
2026-03-11_1348037_U_25,2026-03-11,15,1348037_U_25,1,0,0.0,-0.17080448603242473,-0.6449926457852028,False,False,-0.40789856590881374
2026-03-11_1348037_U_3,2026-03-11,15,1348037_U_3,0,0,0.0,0.26992310279835563,-0.03614235733687949,False,False,0.11689037273073807
2026-03-11_1348037_U_30,2026-03-11,15,1348037_U_30,0,0,1.2,0.10458549652080358,0.31564477032716115,False,False,0.21011513342398236
2026-03-11_1348037_U_31,2026-03-11,15,1348037_U_31,1,0,0.6,0.17105629402998906,0.04519306879593034,False,False,0.1081246814129597
2026-03-11_1348037_U_35,2026-03-11,15,1348037_U_35,1,0,1.4,-0.07111126934859849,-0.17652481589402336,False,False,-0.12381804262131092
2026-03-11_1348037_U_37,2026-03-11,15,1348037_U_37,1,0,0.6,0.7096039719341254,0.3623702100149844,False,False,0.5359870909745549
2026-03-11_1348037_U_38,2026-03-11,15,1348037_U_38,0,0,0.6,0.6282994553903417,0.2574675448633703,False,False,0.442883500126856
2026-03-11_1348037_U_39,2026-03-11,15,1348037_U_39,0,0,0.0,0.4396328023318791,-0.04005096660092906,False,False,0.19979091786547504
2026-03-11_1348037_U_4,2026-03-11,15,1348037_U_4,0,0,0.0,0.28443420249650775,-0.14490593099541751,False,False,0.06976413575054512
2026-03-11_1348037_U_43,2026-03-11,15,1348037_U_43,1,0,0.6,-0.38380713990752724,-0.3409505511454092,False,False,-0.3623788455264682
2026-03-11_1348037_U_48,2026-03-11,15,1348037_U_48,0,0,0.4,0.19458327855374996,0.283944250244862,False,False,0.23926376439930597
2026-03-11_1348037_U_49,2026-03-11,15,1348037_U_49,0,0,0.4,0.2845993945429391,0.4928378281054688,False,False,0.38871861132420393
2026-03-11_1348037_U_5,2026-03-11,15,1348037_U_5,0,0,0.0,0.23448958033417772,-0.06579227612246158,False,False,0.08434865210585807
2026-03-11_1348037_U_50,2026-03-11,15,1348037_U_50,0,0,0.0,0.8525604443029061,0.6176635591217489,False,False,0.7351120017123275
2026-03-11_1348037_U_52,2026-03-11,15,1348037_U_52,1,0,0.0,0.4278254312689068,0.46468547552971373,False,False,0.4462554533993103
2026-03-11_1348037_U_6,2026-03-11,15,1348037_U_6,0,0,0.0,-0.3759349217585437,-0.8509010067801259,False,False,-0.6134179642693348
2026-03-11_1348037_U_7,2026-03-11,15,1348037_U_7,0,0,0.0,0.13820353778653915,0.21317127582474646,False,False,0.17568740680564282
2026-03-11_1348037_U_8,2026-03-11,15,1348037_U_8,0,0,0.2,0.39326886233910524,0.22086781688715648,False,False,0.30706833961313085
2026-03-11_1348037_U_9,2026-03-11,15,1348037_U_9,0,0,0.0,1.1198466476247702,0.9204656722377548,False,False,1.0201561599312625
2026-03-11_1349260_U_1,2026-03-11,24,1349260_U_1,0,0,0.0,1.9217360201062357,1.675237641777012,True,True,1.798486830941624
2026-03-11_1349260_U_10,2026-03-11,24,1349260_U_10,1,0,0.2,1.3271941811874803,1.0989172672157417,False,False,1.213055724201611
2026-03-11_1349260_U_11,2026-03-11,24,1349260_U_11,0,0,0.0,0.6078794092086733,0.9858678061097814,False,False,0.7968736076592273
2026-03-11_1349260_U_12,2026-03-11,24,1349260_U_12,0,0,0.0,1.4607313778395836,1.2006419783372182,False,False,1.330686678088401
2026-03-11_1349260_U_13,2026-03-11,24,1349260_U_13,1,0,0.0,1.8216947224086486,1.5029132306872452,True,False,1.662303976547947
2026-03-11_1349260_U_18,2026-03-11,24,1349260_U_18,1,0,0.6,2.0322544891438965,1.649525310285818,True,True,1.8408898997148573
2026-03-11_1349260_U_19,2026-03-11,24,1349260_U_19,0,0,1.4,-0.9162814622990427,-0.5264098125755948,False,False,-0.7213456374373188
2026-03-11_1349260_U_2,2026-03-11,24,1349260_U_2,0,0,0.0,1.716665880543348,1.3607504977320988,True,False,1.5387081891377234
2026-03-11_1349260_U_20,2026-03-11,24,1349260_U_20,0,0,1.2,0.24016904780870718,0.09025551216440375,False,False,0.16521227998655547
2026-03-11_1349260_U_21,2026-03-11,24,1349260_U_21,0,0,0.0,-0.27576266093310237,-0.14997523337491442,False,False,-0.2128689471540084
2026-03-11_1349260_U_22,2026-03-11,24,1349260_U_22,0,0,0.2,1.6720597570790006,1.452776474977106,True,False,1.5624181160280532
2026-03-11_1349260_U_24,2026-03-11,24,1349260_U_24,0,0,1.2,-0.27504308438950376,-0.07904569669659417,False,False,-0.17704439054304896
2026-03-11_1349260_U_25,2026-03-11,24,1349260_U_25,0,0,1.2,-0.0732616039952294,0.5635423706511523,False,False,0.24514038332796145
2026-03-11_1349260_U_26,2026-03-11,24,1349260_U_26,0,0,0.0,2.124368580293756,1.7687197356942619,True,True,1.946544157994009
2026-03-11_1349260_U_28,2026-03-11,24,1349260_U_28,0,0,0.4,0.00889523315994954,-0.24782631403751795,False,False,-0.11946554043878421
2026-03-11_1349260_U_29,2026-03-11,24,1349260_U_29,0,0,0.0,2.1160412253648717,1.8685337433843416,True,True,1.9922874843746068
2026-03-11_1349260_U_3,2026-03-11,24,1349260_U_3,0,0,0.0,-0.5503268583633648,-0.6742073337790371,False,False,-0.6122670960712009
2026-03-11_1349260_U_30,2026-03-11,24,1349260_U_30,1,0,0.6,0.4384172775457835,0.2886263775873317,False,False,0.3635218275665576
2026-03-11_1349260_U_32,2026-03-11,24,1349260_U_32,0,0,0.2,-1.1732971030710453,-1.218895635347166,False,False,-1.1960963692091058
2026-03-11_1349260_U_33,2026-03-11,24,1349260_U_33,0,0,0.2,-0.41105734491064094,-0.40793181556665314,False,False,-0.40949458023864704
2026-03-11_1349260_U_35,2026-03-11,24,1349260_U_35,0,0,0.0,2.03138399972562,1.7200913773040438,True,True,1.8757376885148318
2026-03-11_1349260_U_36,2026-03-11,24,1349260_U_36,0,0,0.0,2.4647427301341542,2.1212037720622874,True,True,2.292973251098221
2026-03-11_1349260_U_4,2026-03-11,24,1349260_U_4,1,0,0.0,-0.3771456624238832,-0.3863878271186441,False,False,-0.38176674477126366
2026-03-11_1349260_U_7,2026-03-11,24,1349260_U_7,0,0,0.0,1.637684686733213,1.4478283579871267,True,False,1.54275652236017
2026-03-11_1349260_U_8,2026-03-11,24,1349260_U_8,0,0,0.0,1.9857052525111967,1.6115260394236597,True,True,1.7986156459674283
2026-03-11_1359254_U_1,2026-03-11,62,1359254_U_1,0,0,0.2,-0.5707847232471002,-0.6018274578321369,False,False,-0.5863060905396185
2026-03-11_1359254_U_10,2026-03-11,62,1359254_U_10,1,0,0.0,0.514995619240975,0.24541702893221368,False,False,0.3802063240865944
2026-03-11_1359254_U_12,2026-03-11,62,1359254_U_12,1,0,0.2,0.9778277361812856,0.6343343760573913,False,False,0.8060810561193384
2026-03-11_1359254_U_13,2026-03-11,62,1359254_U_13,0,0,0.0,-0.9848130828817191,-1.0311306368119575,False,False,-1.0079718598468383
2026-03-11_1359254_U_14,2026-03-11,62,1359254_U_14,1,0,0.0,-0.8394026677696981,-0.8809963618864407,False,False,-0.8601995148280694
2026-03-11_1359254_U_16,2026-03-11,62,1359254_U_16,0,0,0.0,-0.9438840378835576,-1.0467060146226053,False,False,-0.9952950262530814
2026-03-11_1359254_U_18,2026-03-11,62,1359254_U_18,1,0,0.0,0.27935683186580007,0.0735507479378434,False,False,0.17645378990182173
2026-03-11_1359254_U_19,2026-03-11,62,1359254_U_19,1,0,0.0,-1.3365426633664244,-1.3538200506486446,False,False,-1.3451813570075344
2026-03-11_1359254_U_2,2026-03-11,62,1359254_U_2,0,0,0.0,-0.7319286174115694,-0.7645174152961726,False,False,-0.748223016353871
2026-03-11_1359254_U_21,2026-03-11,62,1359254_U_21,1,0,0.0,0.1603799033762142,0.09450526894751195,False,False,0.12744258616186308
2026-03-11_1359254_U_22,2026-03-11,62,1359254_U_22,1,0,0.0,-0.6277740325463735,-0.7422689232823309,False,False,-0.6850214779143522
2026-03-11_1359254_U_23,2026-03-11,62,1359254_U_23,0,0,0.0,-0.6844297707245327,-0.7361821743982165,False,False,-0.7103059725613746
2026-03-11_1359254_U_24,2026-03-11,62,1359254_U_24,1,0,0.2,-0.4527476468142669,-0.4836570018867324,False,False,-0.46820232435049963
2026-03-11_1359254_U_25,2026-03-11,62,1359254_U_25,0,0,0.0,-0.8217984008698415,-0.8988742081047436,False,False,-0.8603363044872925
2026-03-11_1359254_U_28,2026-03-11,62,1359254_U_28,0,0,0.0,-0.5682015193353348,-0.7003969653491265,False,False,-0.6342992423422307
2026-03-11_1359254_U_31,2026-03-11,62,1359254_U_31,0,0,0.0,-0.6827553987466238,-0.7856580462229055,False,False,-0.7342067224847646
2026-03-11_1359254_U_33,2026-03-11,62,1359254_U_33,1,0,0.0,-0.43370829868417343,-0.5493414014004984,False,False,-0.4915248500423359
2026-03-11_1359254_U_34,2026-03-11,62,1359254_U_34,1,0,0.0,0.4435375669493663,0.19588345379715158,False,False,0.3197105103732589
2026-03-11_1359254_U_35,2026-03-11,62,1359254_U_35,0,0,0.0,0.15034108088316098,-0.039970631871912556,False,False,0.055185224505624214
2026-03-11_1359254_U_37,2026-03-11,62,1359254_U_37,0,0,0.0,-0.9268454697253405,-0.9876210499949533,False,False,-0.957233259860147
2026-03-11_1359254_U_38,2026-03-11,62,1359254_U_38,1,0,0.0,-0.5564305222547368,-0.6125688465417132,False,False,-0.584499684398225
2026-03-11_1359254_U_39,2026-03-11,62,1359254_U_39,1,0,0.0,-0.9165249828768782,-0.8544236167854447,False,False,-0.8854742998311614
2026-03-11_1359254_U_4,2026-03-11,62,1359254_U_4,0,0,0.0,-0.5123529783645707,-0.6049130603616439,False,False,-0.5586330193631073
2026-03-11_1359254_U_40,2026-03-11,62,1359254_U_40,1,0,0.0,-0.3269058975131178,-0.5207154211944822,False,False,-0.4238106593538
2026-03-11_1359254_U_43,2026-03-11,62,1359254_U_43,1,0,0.0,-1.1627041624128944,-1.1363851886006426,False,False,-1.1495446755067684
2026-03-11_1359254_U_45,2026-03-11,62,1359254_U_45,1,0,0.6,-0.6651541193377574,-0.5995276765850666,False,False,-0.632340897961412
2026-03-11_1359254_U_48,2026-03-11,62,1359254_U_48,0,0,1.2,0.5262063091252017,0.2709084366296492,False,False,0.39855737287742543
2026-03-11_1359254_U_49,2026-03-11,62,1359254_U_49,0,0,0.0,-0.0534559617059013,-0.2865646455294165,False,False,-0.1700103036176589
2026-03-11_1359254_U_5,2026-03-11,62,1359254_U_5,1,0,0.0,0.48739868629034233,0.26143773442017726,False,False,0.3744182103552598
2026-03-11_1359254_U_50,2026-03-11,62,1359254_U_50,1,0,0.0,-0.023996080909831876,-0.1347955613037238,False,False,-0.07939582110677784
2026-03-11_1359254_U_52,2026-03-11,62,1359254_U_52,0,0,0.0,-0.01306437839581379,-0.14740484538361248,False,False,-0.08023461188971313
2026-03-11_1359254_U_53,2026-03-11,62,1359254_U_53,1,0,0.0,-0.4778667566721227,-0.5209540909019398,False,False,-0.49941042378703127
2026-03-11_1359254_U_54,2026-03-11,62,1359254_U_54,0,0,1.2,-1.092207159569496,-0.27554950906474884,False,False,-0.6838783343171224
2026-03-11_1359254_U_55,2026-03-11,62,1359254_U_55,1,0,0.0,0.5089348680051086,0.23676857237616963,False,False,0.3728517201906391
2026-03-11_1359254_U_56,2026-03-11,62,1359254_U_56,1,0,0.0,0.037629853819677136,-0.14313483989279754,False,False,-0.052752493036560204
2026-03-11_1359254_U_57,2026-03-11,62,1359254_U_57,0,0,1.2,0.8807453924926266,0.6696347170529084,False,False,0.7751900547727675
2026-03-11_1359254_U_58,2026-03-11,62,1359254_U_58,0,0,0.0,-0.26544846108931736,-0.3621840167681156,False,False,-0.31381623892871646
2026-03-11_1359254_U_60,2026-03-11,62,1359254_U_60,0,0,0.6,-1.1708565878834598,-1.1717659625863448,False,False,-1.1713112752349022
2026-03-11_1359254_U_61,2026-03-11,62,1359254_U_61,0,0,0.0,-0.7204363393368551,-0.7949813327819593,False,False,-0.7577088360594072
2026-03-11_1359254_U_63,2026-03-11,62,1359254_U_63,0,0,1.2,-0.2886544262325885,-0.32058859065014694,False,False,-0.3046215084413677
2026-03-11_1359254_U_64,2026-03-11,62,1359254_U_64,1,0,0.0,-0.24565608899901764,-0.34823199323766796,False,False,-0.2969440411183428
2026-03-11_1359254_U_66,2026-03-11,62,1359254_U_66,0,0,0.6,-0.7163574284621806,-0.8949096151420561,False,False,-0.8056335218021184
2026-03-11_1359254_U_67,2026-03-11,62,1359254_U_67,1,0,1.4,-0.343764822755181,-0.20729116343514586,False,False,-0.2755279930951634
2026-03-11_1359254_U_68,2026-03-11,62,1359254_U_68,0,0,0.6,-0.6351417425399771,-0.7027100827858458,False,False,-0.6689259126629115
2026-03-11_1359254_U_69,2026-03-11,62,1359254_U_69,0,0,0.2,-0.8458108804374412,-0.8631028312584159,False,False,-0.8544568558479286
2026-03-11_1359254_U_7,2026-03-11,62,1359254_U_7,0,0,0.0,-0.47646907133879446,-0.5993811327152976,False,False,-0.537925102027046
2026-03-11_1359254_U_70,2026-03-11,62,1359254_U_70,0,0,1.4,-0.48532360727015644,-0.0734402255607679,False,False,-0.2793819164154622
2026-03-11_1359254_U_71,2026-03-11,62,1359254_U_71,1,0,0.0,-0.6045552612591745,-0.5093854226057283,False,False,-0.5569703419324514
2026-03-11_1359254_U_73,2026-03-11,62,1359254_U_73,1,0,0.6,-0.1731875466418701,-0.3639750309550201,False,False,-0.2685812887984451
2026-03-11_1359254_U_77,2026-03-11,62,1359254_U_77,1,0,0.0,-0.5577565085183549,-0.4443111934236201,False,False,-0.5010338509709875
2026-03-11_1359254_U_8,2026-03-11,62,1359254_U_8,1,0,0.0,-0.6927963172824504,-0.8332946171230479,False,False,-0.7630454672027491
2026-03-11_1364746_U_1,2026-03-11,34A,1364746_U_1,0,0,0.0,0.5611396974948685,0.396799242505945,False,False,0.47896947000040674
2026-03-11_1364746_U_16,2026-03-11,34A,1364746_U_16,0,0,0.0,0.046336921790524295,-0.18456323902952487,False,False,-0.06911315861950029
2026-03-11_1364746_U_17,2026-03-11,34A,1364746_U_17,0,0,0.0,0.3806009013512842,-0.18122215556637114,False,False,0.09968937289245654
2026-03-11_1364746_U_19,2026-03-11,34A,1364746_U_19,1,0,0.0,-0.47850425330156504,-0.5909501724456853,False,False,-0.5347272128736251
2026-03-11_1364746_U_2,2026-03-11,34A,1364746_U_2,0,0,0.0,0.6431189603020077,0.282111773172703,False,False,0.4626153667373553
2026-03-11_1364746_U_23,2026-03-11,34A,1364746_U_23,1,0,1.2,-0.03405944373574882,0.0413884048143655,False,False,0.0036644805393083422
2026-03-11_1364746_U_4,2026-03-11,34A,1364746_U_4,1,0,0.2,-0.3289504555686905,-0.7193306910583556,False,False,-0.524140573313523
2026-03-11_1364746_U_41,2026-03-11,34A,1364746_U_41,0,0,1.4,0.14284920064561135,-0.09516991158165748,False,False,0.023839644531976935
2026-03-11_1364746_U_56,2026-03-11,34A,1364746_U_56,0,0,0.6,0.338267281487071,-0.07187983275080659,False,False,0.1331937243681322
2026-03-11_1364746_U_60,2026-03-11,34A,1364746_U_60,1,0,0.0,-1.2222867988126231,-0.9617541849593633,False,False,-1.0920204918859933
2026-03-11_1364746_U_61,2026-03-11,34A,1364746_U_61,1,0,0.0,-0.673936616137175,-0.6590740256106974,False,False,-0.6665053208739362
2026-03-11_1364747_U_1,2026-03-11,34B,1364747_U_1,0,0,0.0,0.15206724555397474,-0.18688567743037612,False,False,-0.01740921593820069
2026-03-11_1364747_U_10,2026-03-11,34B,1364747_U_10,0,0,1.2,0.6607701157967139,0.6696162696709088,False,False,0.6651931927338113
2026-03-11_1364747_U_11,2026-03-11,34B,1364747_U_11,0,0,0.6,-0.7665255291413322,-0.5260040919531714,False,False,-0.6462648105472518
2026-03-11_1364747_U_12,2026-03-11,34B,1364747_U_12,0,0,0.0,0.8215027434253546,0.4285902740713729,False,False,0.6250465087483638
