trip_instance_id,recon_mse,y
2026-03-11_1103013_U_1,0.37778303027153015,0
2026-03-11_1103013_U_10,0.5396892428398132,0
2026-03-11_1103013_U_13,1.2041549682617188,0
2026-03-11_1103013_U_14,0.20054349303245544,1
2026-03-11_1103013_U_15,0.16195860505104065,0
2026-03-11_1103013_U_16,0.23709318041801453,0
2026-03-11_1103013_U_2,0.21050621569156647,0
2026-03-11_1103013_U_21,0.22311089932918549,0
2026-03-11_1103013_U_22,0.2628447711467743,0
2026-03-11_1103013_U_23,0.1788204163312912,0
2026-03-11_1103013_U_24,0.3020308017730713,0
2026-03-11_1103013_U_25,0.18188853561878204,0
2026-03-11_1103013_U_26,0.21541808545589447,0
2026-03-11_1103013_U_27,0.2309713512659073,0
2026-03-11_1103013_U_28,0.15877173840999603,0
2026-03-11_1103013_U_29,0.2347213476896286,0
2026-03-11_1103013_U_3,0.28828248381614685,0
2026-03-11_1103013_U_32,0.19825544953346252,1
2026-03-11_1103013_U_33,0.17282001674175262,0
2026-03-11_1103013_U_35,0.11607912182807922,0
2026-03-11_1103013_U_36,0.1704048365354538,0
2026-03-11_1103013_U_37,0.19041386246681213,0
2026-03-11_1103013_U_38,0.12432112544775009,0
2026-03-11_1103013_U_39,0.13726583123207092,0
2026-03-11_1103013_U_4,0.2418545037508011,0
2026-03-11_1103013_U_41,0.09124197065830231,0
2026-03-11_1103013_U_43,0.15974289178848267,0
2026-03-11_1103013_U_45,0.29610806703567505,0
2026-03-11_1103013_U_46,0.1753050833940506,0
2026-03-11_1103013_U_47,0.2719235420227051,0
2026-03-11_1103013_U_48,0.22479300200939178,0
2026-03-11_1103013_U_5,0.2843278646469116,0
2026-03-11_1103013_U_50,0.27205610275268555,0
2026-03-11_1103013_U_51,0.36051249504089355,0
2026-03-11_1103013_U_52,0.2733117938041687,0
2026-03-11_1103013_U_6,0.21613027155399323,0
2026-03-11_1103013_U_7,0.2013757824897766,0
2026-03-11_1103013_U_8,0.2226208746433258,0
2026-03-11_1288544_U_1,0.2188994288444519,0
2026-03-11_1288544_U_10,0.24318386614322662,0
2026-03-11_1288544_U_2,0.17702244222164154,1
2026-03-11_1288544_U_4,0.20961594581604004,0
2026-03-11_1288544_U_5,0.33470094203948975,1
2026-03-11_1288544_U_6,0.2705508768558502,1
2026-03-11_1288544_U_7,0.24559155106544495,0
2026-03-11_1288544_U_8,0.30663731694221497,0
2026-03-11_1288544_U_9,0.2670283317565918,0
2026-03-11_1345046_U_1,0.19718609750270844,0
2026-03-11_1345046_U_10,0.23363737761974335,0
2026-03-11_1345046_U_11,0.2033059149980545,1
2026-03-11_1345046_U_13,0.20565728843212128,0
2026-03-11_1345046_U_14,0.3238512873649597,0
2026-03-11_1345046_U_15,0.22633756697177887,0
2026-03-11_1345046_U_16,0.3107859194278717,0
2026-03-11_1345046_U_17,0.44994333386421204,1
2026-03-11_1345046_U_18,0.4279043972492218,0
2026-03-11_1345046_U_19,0.15008844435214996,0
2026-03-11_1345046_U_2,0.18939699232578278,1
2026-03-11_1345046_U_20,1.124626874923706,1
2026-03-11_1345046_U_22,0.3239358067512512,0
2026-03-11_1345046_U_25,0.3086680471897125,1
2026-03-11_1345046_U_26,0.23782595992088318,1
2026-03-11_1345046_U_27,0.21416305005550385,0
2026-03-11_1345046_U_28,0.2048357129096985,0
2026-03-11_1345046_U_3,0.2704772651195526,0
2026-03-11_1345046_U_35,0.20798443257808685,0
2026-03-11_1345046_U_4,0.20220842957496643,1
2026-03-11_1345046_U_43,0.235772043466568,0
2026-03-11_1345046_U_44,0.689369261264801,0
2026-03-11_1345046_U_5,0.2653607428073883,1
2026-03-11_1345046_U_6,0.28822699189186096,1
2026-03-11_1345046_U_63,0.05572756007313728,0
2026-03-11_1345046_U_7,0.22463251650333405,1
2026-03-11_1345046_U_70,0.13588057458400726,0
2026-03-11_1345046_U_8,0.24423985183238983,0
2026-03-11_1345046_U_82,0.2510427236557007,1
2026-03-11_1345046_U_9,0.3135577440261841,0
2026-03-11_1345046_U_94,0.3238336145877838,1
2026-03-11_1348037_U_1,0.5366523861885071,0
2026-03-11_1348037_U_10,0.4318220019340515,0
2026-03-11_1348037_U_11,0.45000627636909485,0
2026-03-11_1348037_U_12,0.31707364320755005,0
2026-03-11_1348037_U_13,0.6617299914360046,0
2026-03-11_1348037_U_14,0.37583810091018677,1
2026-03-11_1348037_U_15,0.658829927444458,0
2026-03-11_1348037_U_16,0.4725002944469452,0
2026-03-11_1348037_U_2,0.32798296213150024,0
2026-03-11_1348037_U_21,0.29805275797843933,0
2026-03-11_1348037_U_22,0.24588274955749512,0
2026-03-11_1348037_U_23,0.3118109405040741,0
2026-03-11_1348037_U_24,0.34964364767074585,0
2026-03-11_1348037_U_25,0.19206011295318604,1
2026-03-11_1348037_U_27,0.06174144148826599,0
2026-03-11_1348037_U_29,0.07782561331987381,1
2026-03-11_1348037_U_3,0.3031366467475891,0
2026-03-11_1348037_U_30,0.29640647768974304,0
2026-03-11_1348037_U_31,0.3308558166027069,1
2026-03-11_1348037_U_32,0.29244545102119446,0
2026-03-11_1348037_U_33,0.08452223241329193,1
2026-03-11_1348037_U_34,0.3343524932861328,0
2026-03-11_1348037_U_35,0.19708198308944702,1
2026-03-11_1348037_U_36,0.1887444108724594,0
2026-03-11_1348037_U_37,0.4428357779979706,1
2026-03-11_1348037_U_38,0.3739033341407776,0
2026-03-11_1348037_U_39,0.32516711950302124,0
2026-03-11_1348037_U_4,0.27456459403038025,0
2026-03-11_1348037_U_40,0.11791983246803284,0
