trip_instance_id,recon_mse,split,y
2026-03-11_1477768_U_31,0.2392206,history,0
2026-03-11_1477768_U_32,0.40355575,history,0
2026-03-11_1477768_U_33,0.1488477,history,0
2026-03-11_1477768_U_4,0.08017948,history,0
2026-03-11_1477768_U_40,0.2429637,history,0
2026-03-11_1477768_U_41,0.17727512,history,0
2026-03-11_1477768_U_42,0.4162756,history,0
2026-03-11_1477768_U_43,0.75871724,history,1
2026-03-11_1477768_U_44,0.320531,history,1
2026-03-11_1477768_U_45,0.22093016,history,1
2026-03-11_1477768_U_46,0.24002892,history,0
2026-03-11_1477768_U_47,0.4134141,history,0
2026-03-11_1477768_U_48,0.24961317,history,0
2026-03-11_1477768_U_49,0.26871368,history,0
2026-03-11_1477768_U_5,0.113876805,history,0
2026-03-11_1477768_U_50,0.25009614,history,0
2026-03-11_1477768_U_53,0.2729743,history,0
2026-03-11_1477768_U_54,0.1530121,history,0
2026-03-11_1477768_U_55,0.18437004,history,0
2026-03-11_1477768_U_56,0.1867826,history,0
2026-03-11_1477768_U_57,0.25654,history,0
2026-03-11_1477768_U_58,0.16046727,history,0
2026-03-11_1477768_U_6,0.25183946,history,0
2026-03-11_1477768_U_7,0.23992723,history,0
2026-03-11_1477768_U_8,0.1970617,history,0
2026-03-11_1477768_U_9,0.1348868,history,0
2026-03-11_1477769_U_1,0.1860261,history,0
2026-03-11_1477769_U_10,0.12400684,history,0
2026-03-11_1477769_U_11,0.1675342,history,0
2026-03-11_1477769_U_12,0.12161443,history,0
2026-03-11_1477769_U_13,0.1268925,history,0
2026-03-11_1477769_U_14,0.10712482,history,0
2026-03-11_1477769_U_15,0.15838449,history,0
2026-03-11_1477769_U_16,0.13741218,history,0
2026-03-11_1477769_U_17,0.09572049,history,0
2026-03-11_1477769_U_18,0.090805314,history,1
2026-03-11_1477769_U_19,0.30843532,history,0
2026-03-11_1477769_U_2,0.12687248,history,0
2026-03-11_1477769_U_20,0.14356524,history,0
2026-03-11_1477769_U_21,0.2861632,history,0
2026-03-11_1477769_U_22,0.2699283,history,0
2026-03-11_1477769_U_23,0.17132577,history,0
2026-03-11_1477769_U_24,0.19994995,history,0
2026-03-11_1477769_U_25,0.23044384,history,0
2026-03-11_1477769_U_26,0.08043778,history,0
2026-03-11_1477769_U_27,0.11979364,history,0
2026-03-11_1477769_U_28,0.14887491,history,0
2026-03-11_1477769_U_29,0.1312019,history,0
2026-03-11_1477769_U_3,0.14158462,history,0
2026-03-11_1477769_U_31,0.2011869,history,0
2026-03-11_1477769_U_32,0.15211236,history,0
2026-03-11_1477769_U_34,0.12081753,history,0
2026-03-11_1477769_U_35,0.16726407,history,0
2026-03-11_1477769_U_36,0.23303543,history,0
2026-03-11_1477769_U_37,0.123954475,history,0
2026-03-11_1477769_U_38,0.10326664,history,0
2026-03-11_1477769_U_39,0.17035198,history,0
2026-03-11_1477769_U_4,0.092831954,history,0
2026-03-11_1477769_U_40,0.2623213,history,0
2026-03-11_1477769_U_41,0.15807447,history,1
2026-03-11_1477769_U_42,0.3274415,history,0
2026-03-11_1477769_U_43,0.16192344,history,0
2026-03-11_1477769_U_44,0.3915981,history,0
2026-03-11_1477769_U_45,0.12340613,history,0
2026-03-11_1477769_U_46,0.22191533,history,0
2026-03-11_1477769_U_47,0.19568849,history,0
2026-03-11_1477769_U_48,0.17380384,history,0
2026-03-11_1477769_U_5,0.17779617,history,0
2026-03-11_1477769_U_6,0.21559715,history,0
2026-03-11_1477769_U_7,0.11112702,history,0
2026-03-11_1477769_U_8,0.33715934,history,0
2026-03-11_1477769_U_9,0.15720771,history,0
2026-03-11_1477770_U_1,0.4875587,history,0
2026-03-11_1477770_U_12,0.50433725,history,0
2026-03-11_1477770_U_13,1.0921047,history,0
2026-03-11_1477770_U_14,1.1849067,history,0
2026-03-11_1477770_U_15,0.5728085,history,0
2026-03-11_1477770_U_16,0.54207563,history,0
2026-03-11_1477770_U_17,0.3758788,history,0
2026-03-11_1477770_U_18,0.52563936,history,0
2026-03-11_1477770_U_2,0.36958224,history,0
2026-03-11_1477770_U_3,0.42256996,history,0
2026-03-11_1477770_U_4,0.42180675,history,0
2026-03-11_1477770_U_7,0.5659582,history,1
2026-03-11_1477770_U_9,0.8293731,history,0
2026-03-11_1481779_U_1,0.24587452,history,0
2026-03-11_1481779_U_10,0.21942577,history,0
2026-03-11_1481779_U_100,0.10814074,history,0
2026-03-11_1481779_U_105,0.09788915,history,0
2026-03-11_1481779_U_106,0.111771405,history,0
2026-03-11_1481779_U_107,0.08726593,history,0
2026-03-11_1481779_U_108,0.16634527,history,0
2026-03-11_1481779_U_11,0.16951786,history,0
2026-03-11_1481779_U_110,0.172863,history,0
2026-03-11_1481779_U_111,0.14134662,history,1
2026-03-11_1481779_U_113,0.14351456,history,0
2026-03-11_1481779_U_114,0.07657946,history,0
2026-03-11_1481779_U_115,0.13035999,history,0
2026-03-11_1481779_U_116,0.403377,history,0
2026-03-11_1481779_U_117,0.1791315,history,0
2026-03-11_1481779_U_118,0.1484749,history,0
2026-03-11_1481779_U_119,0.085112914,history,0
2026-03-11_1481779_U_12,0.18117236,history,1
2026-03-11_1481779_U_120,0.23003995,history,0
2026-03-11_1481779_U_121,0.13187896,history,0
2026-03-11_1481779_U_126,0.16530083,history,1
2026-03-11_1481779_U_129,0.10895154,history,0
2026-03-11_1481779_U_13,0.16348328,history,0
2026-03-11_1481779_U_14,0.15024701,history,0
2026-03-11_1481779_U_15,0.1782648,history,0
2026-03-11_1481779_U_16,0.19952564,history,0
2026-03-11_1481779_U_17,0.2950023,history,0
2026-03-11_1481779_U_18,0.241926,history,0
2026-03-11_1481779_U_19,0.30860618,history,0
2026-03-11_1481779_U_2,0.184068,history,0
2026-03-11_1481779_U_20,0.14740768,history,0
2026-03-11_1481779_U_21,0.14656943,history,0
2026-03-11_1481779_U_22,0.17936938,history,0
2026-03-11_1481779_U_24,0.11685016,history,0
2026-03-11_1481779_U_25,0.1674543,history,0
2026-03-11_1481779_U_26,0.19478121,history,0
2026-03-11_1481779_U_27,0.2938697,history,0
2026-03-11_1481779_U_28,0.18472713,history,0
2026-03-11_1481779_U_29,0.18917656,history,0
2026-03-11_1481779_U_3,0.083869636,history,0
2026-03-11_1481779_U_30,0.20085804,history,0
2026-03-11_1481779_U_31,0.13896483,history,0
2026-03-11_1481779_U_32,0.13928215,history,0
2026-03-11_1481779_U_33,0.17469732,history,0
2026-03-11_1481779_U_34,0.3440735,history,0
2026-03-11_1481779_U_35,0.1179778,history,0
2026-03-11_1481779_U_36,0.16270119,history,0
2026-03-11_1481779_U_37,0.24197768,history,0
2026-03-11_1481779_U_39,0.13224572,history,0
2026-03-11_1481779_U_4,0.13784945,history,0
2026-03-11_1481779_U_40,0.17950273,history,0
2026-03-11_1481779_U_41,0.1502643,history,0
2026-03-11_1481779_U_42,0.14547032,history,0
2026-03-11_1481779_U_43,0.11975868,history,0
2026-03-11_1481779_U_44,0.14984098,history,0
2026-03-11_1481779_U_46,0.16296846,history,0
2026-03-11_1481779_U_47,0.21193078,history,0
2026-03-11_1481779_U_48,0.26668483,history,0
2026-03-11_1481779_U_5,0.13062468,history,0
2026-03-11_1481779_U_50,0.22874558,history,0
2026-03-11_1481779_U_51,0.1830031,history,0
2026-03-11_1481779_U_52,0.14513281,history,0
2026-03-11_1481779_U_53,0.22308819,history,0
2026-03-11_1481779_U_54,0.23837839,history,0
2026-03-11_1481779_U_55,0.20918302,history,1
2026-03-11_1481779_U_56,0.42080075,history,0
2026-03-11_1481779_U_57,0.25730625,history,1
2026-03-11_1481779_U_58,0.1673764,history,0
2026-03-11_1481779_U_59,0.1498371,history,0
2026-03-11_1481779_U_6,0.19636552,history,0
2026-03-11_1481779_U_60,0.20295882,history,0
2026-03-11_1481779_U_61,0.15440732,history,0
2026-03-11_1481779_U_62,0.17304024,history,0
2026-03-11_1481779_U_63,0.12734745,history,0
2026-03-11_1481779_U_64,0.2894822,history,0
2026-03-11_1481779_U_66,0.08487883,history,0
2026-03-11_1481779_U_67,0.19283152,history,0
2026-03-11_1481779_U_68,0.09662544,history,0
2026-03-11_1481779_U_69,0.14863506,history,0
2026-03-11_1481779_U_70,0.18817502,history,0
2026-03-11_1481779_U_71,0.15294467,history,0
2026-03-11_1481779_U_72,0.25375456,history,1
2026-03-11_1481779_U_74,0.15256654,history,1
2026-03-11_1481779_U_77,0.10701637,history,0
2026-03-11_1481779_U_78,0.31986555,history,0
2026-03-11_1481779_U_79,0.17503302,history,0
2026-03-11_1481779_U_8,0.1299351,history,0
2026-03-11_1481779_U_80,0.1120845,history,0
2026-03-11_1481779_U_85,0.15200329,history,0
2026-03-11_1481779_U_87,0.18166694,history,0
2026-03-11_1481779_U_88,0.08502277,history,0
2026-03-11_1481779_U_89,0.09897564,history,0
2026-03-11_1481779_U_90,0.1631442,history,0
2026-03-11_1481779_U_91,0.17038499,history,0
2026-03-11_1481779_U_92,0.15038842,history,0
2026-03-11_1481779_U_93,0.11318096,history,0
2026-03-11_1481779_U_94,0.18006735,history,0
2026-03-11_1481779_U_95,0.17453,history,0
2026-03-11_1481779_U_97,0.15369233,history,0
2026-03-11_1481779_U_98,0.10553255,history,0
2026-03-11_1481779_U_99,0.12004745,history,0
2026-03-11_1483711_U_195,0.33399403,history,0
2026-03-11_1483711_U_196,0.47353813,history,0
2026-03-11_1483711_U_197,0.656192,history,0
2026-03-11_1483711_U_198,0.41036916,history,0
2026-03-12_1103013_U_1,0.39268848,history,0
2026-03-12_1103013_U_10,0.09180668,history,0
2026-03-12_1103013_U_12,0.17327814,history,0
2026-03-12_1103013_U_13,0.10835,history,0
2026-03-12_1103013_U_14,0.087340906,history,0
2026-03-12_1103013_U_15,0.113713674,history,0
2026-03-12_1103013_U_16,0.09263074,history,0
2026-03-12_1103013_U_17,1.8320326,history,0
2026-03-12_1103013_U_2,0.078089446,history,0
2026-03-12_1103013_U_23,0.1055552,history,0
2026-03-12_1103013_U_25,0.1255328,history,0
2026-03-12_1103013_U_27,0.114158385,history,0
2026-03-12_1103013_U_28,0.08799888,history,0
2026-03-12_1103013_U_29,0.11779624,history,0
2026-03-12_1103013_U_30,0.09602218,history,0
2026-03-12_1103013_U_31,0.84563816,history,0
2026-03-12_1103013_U_32,0.2563489,history,1
2026-03-12_1103013_U_33,2.5915198,history,0
2026-03-12_1103013_U_34,0.12627329,history,0
2026-03-12_1103013_U_35,0.1442043,history,0
2026-03-12_1103013_U_36,3.6720905,history,0
2026-03-12_1103013_U_38,0.10473895,history,0
2026-03-12_1103013_U_40,3.834424,history,0
2026-03-12_1103013_U_41,0.15206975,history,0
2026-03-12_1103013_U_42,0.49067372,history,1
2026-03-12_1103013_U_46,1.5026829,history,1
2026-03-12_1103013_U_47,0.18585643,history,0
2026-03-12_1103013_U_48,0.12714484,history,0
2026-03-12_1103013_U_49,0.16796063,history,0
2026-03-12_1103013_U_5,0.13107711,history,0
2026-03-12_1103013_U_50,0.19145495,history,0
2026-03-12_1103013_U_51,0.10394149,history,0
2026-03-12_1103013_U_52,1.3862541,history,0
2026-03-12_1103013_U_6,0.10467934,history,0
2026-03-12_1103013_U_7,0.11852937,history,0
2026-03-12_1103013_U_8,0.16031641,history,0
2026-03-12_1103013_U_9,0.1435509,history,0
2026-03-12_1288544_U_10,0.22339253,history,0
2026-03-12_1288544_U_2,0.30355406,history,1
2026-03-12_1288544_U_3,0.28877634,history,0
2026-03-12_1288544_U_4,0.3869335,history,0
2026-03-12_1288544_U_5,0.24039155,history,1
2026-03-12_1288544_U_6,0.32834995,history,1
2026-03-12_1288544_U_7,0.20688383,history,0
2026-03-12_1288544_U_8,0.41987547,history,0
2026-03-12_1288544_U_9,0.25659683,history,0
2026-03-12_1345046_U_1,0.2943346,history,0
2026-03-12_1345046_U_10,0.15450242,history,0
2026-03-12_1345046_U_11,0.16647527,history,1
2026-03-12_1345046_U_12,0.22985652,history,0
2026-03-12_1345046_U_14,0.25901672,history,0
2026-03-12_1345046_U_15,0.46152267,history,0
2026-03-12_1345046_U_18,0.24649489,history,0
2026-03-12_1345046_U_19,0.3930506,history,0
2026-03-12_1345046_U_2,0.21624164,history,0
2026-03-12_1345046_U_20,0.3102239,history,1
2026-03-12_1345046_U_21,0.2258744,history,0
2026-03-12_1345046_U_22,0.24571203,history,0
2026-03-12_1345046_U_25,0.22205612,history,1
2026-03-12_1345046_U_26,0.16069452,history,1
2026-03-12_1345046_U_28,0.19722234,history,0
2026-03-12_1345046_U_3,0.2962587,history,0
2026-03-12_1345046_U_35,0.35813636,history,0
2026-03-12_1345046_U_39,0.26346314,history,0
2026-03-12_1345046_U_4,0.1903501,history,1
2026-03-12_1345046_U_40,0.32495928,history,0
2026-03-12_1345046_U_44,0.46824786,history,0
2026-03-12_1345046_U_45,0.38222998,history,0
2026-03-12_1345046_U_5,0.34617126,history,0
2026-03-12_1345046_U_6,0.25174463,history,0
2026-03-12_1345046_U_7,0.21930522,history,1
2026-03-12_1345046_U_8,0.18896246,history,0
2026-03-12_1345046_U_94,0.3061865,history,1
2026-03-12_1348037_U_1,0.41993302,history,0
2026-03-12_1348037_U_10,0.57378423,history,1
2026-03-12_1348037_U_11,0.99289274,history,1
2026-03-12_1348037_U_12,0.18527839,history,1
2026-03-12_1348037_U_14,0.29535,history,0
2026-03-12_1348037_U_15,0.41991878,history,0
2026-03-12_1348037_U_16,0.48039672,history,0
2026-03-12_1348037_U_17,0.3034683,history,0
2026-03-12_1348037_U_18,0.45900986,history,0
2026-03-12_1348037_U_19,0.30829707,history,0
2026-03-12_1348037_U_2,0.4586383,history,0
2026-03-12_1348037_U_20,0.42070684,history,0
2026-03-12_1348037_U_21,0.63614583,history,0
2026-03-12_1348037_U_22,0.3783501,history,0
2026-03-12_1348037_U_23,0.25308454,history,0
2026-03-12_1348037_U_26,0.26478025,history,1
2026-03-12_1348037_U_29,0.53511024,history,0
2026-03-12_1348037_U_3,0.44792432,history,0
2026-03-12_1348037_U_30,0.3574917,history,0
2026-03-12_1348037_U_31,0.29186577,history,0
2026-03-12_1348037_U_33,0.6049739,history,1
2026-03-12_1348037_U_35,0.1432004,history,1
2026-03-12_1348037_U_37,0.5401434,history,0
2026-03-12_1348037_U_38,0.4444371,history,0
2026-03-12_1348037_U_39,0.21098761,history,0
2026-03-12_1348037_U_40,0.19973075,history,1
2026-03-12_1348037_U_42,0.34992522,history,1
2026-03-12_1348037_U_43,0.36836946,history,0
2026-03-12_1348037_U_46,0.21745393,history,0
2026-03-12_1348037_U_47,0.3484897,history,1
2026-03-12_1348037_U_48,0.16939472,history,0
2026-03-12_1348037_U_49,1.0103085,history,0
2026-03-12_1348037_U_5,0.45243645,history,1
2026-03-12_1348037_U_50,0.66942114,history,0
2026-03-12_1348037_U_51,0.46519417,history,0
2026-03-12_1348037_U_52,0.49203253,history,0
2026-03-12_1348037_U_6,0.4196207,history,0
2026-03-12_1348037_U_7,0.26996875,history,0
2026-03-12_1348037_U_8,0.38265368,history,0
2026-03-12_1348037_U_9,0.33204216,history,0
2026-03-12_1349260_U_1,0.2561826,history,0
2026-03-12_1349260_U_11,0.1664858,history,1
2026-03-12_1349260_U_12,0.92514634,history,0
2026-03-12_1349260_U_13,0.4065399,history,1
2026-03-12_1349260_U_2,0.2221878,history,1
2026-03-12_1349260_U_20,0.17706072,history,0
2026-03-12_1349260_U_21,0.14641097,history,0
2026-03-12_1349260_U_22,0.99103564,history,0
2026-03-12_1349260_U_24,0.23344105,history,0
2026-03-12_1349260_U_27,0.71662486,history,0
2026-03-12_1349260_U_3,0.9499675,history,1
2026-03-12_1349260_U_30,0.19281924,history,1
2026-03-12_1349260_U_32,0.14106202,history,0
2026-03-12_1349260_U_33,0.9532362,history,0
2026-03-12_1349260_U_4,0.9426359,history,1
2026-03-12_1349260_U_6,0.22955158,history,1
2026-03-12_1349260_U_7,0.22083823,history,1
2026-03-12_1349260_U_8,0.63432986,history,0
2026-03-12_1359254_U_1,0.22354291,history,0
2026-03-12_1359254_U_10,0.44536686,history,1
2026-03-12_1359254_U_12,0.3227852,history,1
2026-03-12_1359254_U_13,0.156218,history,0
2026-03-12_1359254_U_14,0.1558192,history,1
2026-03-12_1359254_U_15,0.2294374,history,1
2026-03-12_1359254_U_16,0.12277916,history,1
2026-03-12_1359254_U_19,0.12050456,history,1
2026-03-12_1359254_U_2,0.16545461,history,0
2026-03-12_1359254_U_21,0.19943768,history,1
2026-03-12_1359254_U_22,0.1959022,history,0
2026-03-12_1359254_U_23,0.109368,history,1
2026-03-12_1359254_U_24,0.19026998,history,1
2026-03-12_1359254_U_25,0.2307505,history,0
2026-03-12_1359254_U_28,0.13137949,history,0
2026-03-12_1359254_U_31,0.14284351,history,0
2026-03-12_1359254_U_34,0.2352831,history,0
2026-03-12_1359254_U_37,0.13669762,history,1
2026-03-12_1359254_U_39,0.10122382,history,1
2026-03-12_1359254_U_4,0.19570625,history,0
2026-03-12_1359254_U_40,0.18448155,history,1
2026-03-12_1359254_U_41,0.15340692,history,1
2026-03-12_1359254_U_42,0.1672033,history,1
2026-03-12_1359254_U_43,0.14659843,history,1
2026-03-12_1359254_U_46,0.16877238,history,1
2026-03-12_1359254_U_47,0.1438909,history,0
2026-03-12_1359254_U_48,0.1531403,history,0
2026-03-12_1359254_U_49,0.1471998,history,1
2026-03-12_1359254_U_5,0.16137433,history,0
2026-03-12_1359254_U_52,0.14284556,history,1
2026-03-12_1359254_U_55,0.17675523,history,1
2026-03-12_1359254_U_56,0.14168279,history,1
2026-03-12_1359254_U_60,0.112448916,history,0
2026-03-12_1359254_U_61,0.34197134,history,1
2026-03-12_1359254_U_62,0.48891014,history,1
2026-03-12_1359254_U_63,0.13543257,history,0
2026-03-12_1359254_U_64,0.18250501,history,0
2026-03-12_1359254_U_65,0.13194643,history,0
2026-03-12_1359254_U_69,0.2719016,history,0
2026-03-12_1359254_U_7,0.12431227,history,0
2026-03-12_1359254_U_70,0.28475633,history,1
2026-03-12_1359254_U_73,0.15052229,history,0
2026-03-12_1359254_U_75,0.5724823,history,1
2026-03-12_1359254_U_77,0.17682803,history,1
2026-03-12_1359254_U_8,0.111497,history,1
2026-03-12_1359254_U_9,0.1699551,history,0
2026-03-12_1364746_U_1,0.30162168,history,0
2026-03-12_1364746_U_16,0.24070857,history,0
2026-03-12_1364746_U_17,0.43435365,history,0
2026-03-12_1364746_U_19,0.20015381,history,1
2026-03-12_1364746_U_2,0.2501134,history,0
2026-03-12_1364746_U_23,0.28693196,history,1
2026-03-12_1364746_U_4,0.22908221,history,1
2026-03-12_1364746_U_41,0.19995043,history,0
2026-03-12_1364746_U_42,0.19835137,history,0
2026-03-12_1364746_U_56,0.27113116,history,0
2026-03-12_1364746_U_57,0.3197003,history,1
2026-03-12_1364746_U_60,0.17399773,history,1
2026-03-12_1364746_U_61,0.16526209,history,1
2026-03-12_1364746_U_62,0.24962072,history,1
2026-03-12_1364746_U_77,0.2939869,history,1
2026-03-12_1364747_U_1,0.28581703,history,0
2026-03-12_1364747_U_10,0.33580345,history,0
2026-03-12_1364747_U_11,0.19339415,history,0
2026-03-12_1364747_U_12,0.26710504,history,0
2026-03-12_1364747_U_13,0.32576212,history,0
2026-03-12_1364747_U_14,0.19448374,history,0
2026-03-12_1364747_U_15,0.34468293,history,0
2026-03-12_1364747_U_16,0.34706137,history,0
2026-03-12_1364747_U_17,0.14548312,history,0
2026-03-12_1364747_U_18,0.22240078,history,0
2026-03-12_1364747_U_19,0.27665466,history,0
2026-03-12_1364747_U_2,0.2433519,history,0
2026-03-12_1364747_U_20,0.23365629,history,0
2026-03-12_1364747_U_21,0.2984237,history,0
2026-03-12_1364747_U_22,0.22236674,history,0
2026-03-12_1364747_U_23,0.26832286,history,0
2026-03-12_1364747_U_24,0.28548208,history,0
2026-03-12_1364747_U_25,0.27655724,history,0
2026-03-12_1364747_U_26,0.28284463,history,0
2026-03-12_1364747_U_27,0.23384908,history,0
2026-03-12_1364747_U_28,0.2580859,history,0
2026-03-12_1364747_U_29,0.20456931,history,0
2026-03-12_1364747_U_3,0.21674894,history,0
2026-03-12_1364747_U_30,0.1383818,history,0
2026-03-12_1364747_U_31,0.3214463,history,0
2026-03-12_1364747_U_32,0.6084659,history,0
2026-03-12_1364747_U_4,0.32828176,history,0
2026-03-12_1364747_U_5,0.17055802,history,0
2026-03-12_1364747_U_6,0.21284597,history,0
2026-03-12_1364747_U_7,0.22857064,history,0
2026-03-12_1364747_U_8,0.28021038,history,0
2026-03-12_1364747_U_9,0.2483134,history,0
2026-03-12_1364748_U_1,0.25621235,history,0
2026-03-12_1364748_U_10,0.17904875,history,0
2026-03-12_1364748_U_17,0.22427148,history,0
2026-03-12_1364748_U_18,0.21689147,history,0
2026-03-12_1364748_U_20,0.121493,history,1
2026-03-12_1364748_U_38,0.22772998,history,0
2026-03-12_1364748_U_39,0.17096232,history,1
2026-03-12_1364748_U_44,0.1809547,history,1
2026-03-12_1364748_U_55,0.19922237,history,0
2026-03-12_1364748_U_58,0.30850634,history,0
2026-03-12_1364748_U_9,0.26070604,history,0
2026-03-12_1364749_U_1,0.46810168,history,0
2026-03-12_1364749_U_10,0.2692605,history,0
2026-03-12_1364749_U_13,0.22832891,history,0
2026-03-12_1364749_U_14,0.8865398,history,0
2026-03-12_1364749_U_15,0.35640955,history,0
2026-03-12_1364749_U_16,0.42408845,history,0
2026-03-12_1364749_U_17,0.29846442,history,1
2026-03-12_1364749_U_18,0.25505337,history,0
2026-03-12_1364749_U_19,0.16986048,history,0
2026-03-12_1364749_U_2,0.40378508,history,0
2026-03-12_1364749_U_21,0.17053358,history,1
2026-03-12_1364749_U_22,0.1543765,history,1
2026-03-12_1364749_U_24,0.28030545,history,1
2026-03-12_1364749_U_26,0.17278425,history,1
2026-03-12_1364749_U_28,0.2074738,history,0
2026-03-12_1364749_U_29,0.119628035,history,0
2026-03-12_1364749_U_3,0.14820549,history,0
2026-03-12_1364749_U_31,0.32151914,history,0
2026-03-12_1364749_U_36,0.29064354,history,0
2026-03-12_1364749_U_37,0.11058094,history,0
2026-03-12_1364749_U_40,0.18447618,history,1
2026-03-12_1364749_U_41,0.28450108,history,1
2026-03-12_1364749_U_44,0.24461997,history,0
2026-03-12_1364749_U_45,0.17378555,history,0
2026-03-12_1364749_U_46,0.16341755,history,0
2026-03-12_1364749_U_51,0.2977653,history,0
2026-03-12_1364749_U_57,0.14459735,history,0
2026-03-12_1364749_U_58,0.14534506,history,1
2026-03-12_1364749_U_63,0.16143411,history,0
2026-03-12_1364749_U_7,0.15633667,history,1
2026-03-12_1364751_U_1,0.49478278,history,0
2026-03-12_1364751_U_100,0.6417655,history,1
2026-03-12_1364751_U_101,0.5912464,history,0
2026-03-12_1364751_U_11,0.3186171,history,1
2026-03-12_1364751_U_13,0.3971557,history,0
2026-03-12_1364751_U_15,0.49640974,history,0
2026-03-12_1364751_U_16,0.2703352,history,0
2026-03-12_1364751_U_19,1.0473778,history,0
2026-03-12_1364751_U_21,0.5103519,history,0
2026-03-12_1364751_U_26,0.26848835,history,1
2026-03-12_1364751_U_27,0.3717669,history,1
2026-03-12_1364751_U_3,0.572659,history,1
2026-03-12_1364751_U_31,0.4122339,history,0
2026-03-12_1364751_U_37,0.4527313,history,0
2026-03-12_1364751_U_48,0.5678537,history,0
2026-03-12_1364751_U_53,0.4625926,history,0
2026-03-12_1364751_U_63,0.28290534,history,0
2026-03-12_1364751_U_7,0.7112476,history,0
2026-03-12_1364751_U_74,4.16413,history,1
2026-03-12_1364751_U_87,0.29015744,history,0
2026-03-12_1364751_U_9,0.26400018,history,1
2026-03-12_1364751_U_97,0.33488083,history,1
2026-03-12_1364755_U_1,0.24151537,history,1
2026-03-12_1364755_U_10,0.39023173,history,0
2026-03-12_1364755_U_14,0.24549517,history,0
2026-03-12_1364755_U_15,0.37408373,history,0
2026-03-12_1364755_U_16,0.53997517,history,1
2026-03-12_1364755_U_17,0.30007935,history,1
2026-03-12_1364755_U_18,0.38796002,history,0
2026-03-12_1364755_U_19,0.42323327,history,1
2026-03-12_1364755_U_2,0.34121448,history,0
2026-03-12_1364755_U_21,0.410352,history,1
2026-03-12_1364755_U_24,0.62538755,history,0
2026-03-12_1364755_U_25,0.1544524,history,0
2026-03-12_1364755_U_26,0.34696746,history,0
2026-03-12_1364755_U_30,0.96707195,history,1
2026-03-12_1364755_U_34,0.3582133,history,0
2026-03-12_1364755_U_35,0.31563538,history,0
2026-03-12_1364755_U_36,0.38700637,history,1
2026-03-12_1364755_U_37,0.36720967,history,1
2026-03-12_1364755_U_38,0.35320866,history,1
2026-03-12_1364755_U_40,1.6685585,history,1
2026-03-12_1364755_U_44,0.25546473,history,1
2026-03-12_1364755_U_45,0.43022448,history,1
2026-03-12_1364755_U_46,0.32527086,history,1
2026-03-12_1364755_U_48,0.43691012,history,1
2026-03-12_1364755_U_49,0.28986368,history,1
2026-03-12_1364755_U_5,0.47813308,history,0
2026-03-12_1364755_U_51,0.37716258,history,1
2026-03-12_1364755_U_52,0.54741716,history,0
2026-03-12_1364755_U_6,0.82790613,history,1
2026-03-12_1374661_U_1,0.19980472,history,1
2026-03-12_1374661_U_11,0.22072765,history,1
2026-03-12_1374661_U_12,0.24909541,history,0
2026-03-12_1374661_U_13,0.15239224,history,1
2026-03-12_1374661_U_14,0.31633282,history,1
2026-03-12_1374661_U_16,0.22761302,history,1
2026-03-12_1374661_U_17,0.16972594,history,0
2026-03-12_1374661_U_2,0.46995682,history,1
2026-03-12_1374661_U_3,0.27665007,history,1
2026-03-12_1374661_U_4,0.2991845,history,1
2026-03-12_1374661_U_5,0.27700514,history,0
2026-03-12_1374661_U_6,0.27680558,history,1
2026-03-12_1374661_U_7,0.25827286,history,0
2026-03-12_1374661_U_8,0.2755148,history,0
2026-03-12_1374662_U_1,0.23094481,history,0
2026-03-12_1374662_U_2,0.26249653,history,0
2026-03-12_1374662_U_3,0.19493112,history,0
2026-03-12_1374662_U_4,0.17783427,history,0
2026-03-12_1374663_U_1,0.28149232,history,0
2026-03-12_1374663_U_103,0.2488091,history,0
2026-03-12_1374663_U_114,0.1959405,history,0
2026-03-12_1374663_U_120,0.20141506,history,0
2026-03-12_1374663_U_15,0.3974223,history,0
2026-03-12_1374663_U_16,0.23100546,history,0
2026-03-12_1374663_U_2,0.26710367,history,0
2026-03-12_1374663_U_23,0.2226468,history,0
2026-03-12_1374663_U_24,0.3295985,history,0
2026-03-12_1374663_U_28,0.24812536,history,0
2026-03-12_1374663_U_3,0.18801624,history,0
2026-03-12_1374663_U_4,0.2246949,history,0
2026-03-12_1374663_U_40,0.17683133,history,0
2026-03-12_1374663_U_48,0.35098633,history,0
2026-03-12_1374663_U_5,0.2047453,history,0
2026-03-12_1374663_U_60,0.1734312,history,0
2026-03-12_1374663_U_65,0.20038567,history,0
2026-03-12_1374663_U_72,0.6001502,history,1
2026-03-12_1374663_U_73,0.32383272,history,1
2026-03-12_1374663_U_78,0.14907321,history,0
2026-03-12_1374663_U_81,0.32622603,history,0
2026-03-12_1374663_U_86,0.1979436,history,1
2026-03-12_1374663_U_9,0.23263472,history,0
2026-03-12_1379485_U_1,0.29588914,history,0
2026-03-12_1379485_U_10,0.11661967,history,0
2026-03-12_1379485_U_100,0.2846869,history,0
2026-03-12_1379485_U_101,0.2221092,history,1
2026-03-12_1379485_U_103,0.24251834,history,0
2026-03-12_1379485_U_104,0.16822009,history,0
2026-03-12_1379485_U_106,0.14843532,history,0
2026-03-12_1379485_U_110,0.6676264,history,0
2026-03-12_1379485_U_111,0.33878368,history,0
2026-03-12_1379485_U_112,0.24920428,history,1
2026-03-12_1379485_U_113,0.18028866,history,0
2026-03-12_1379485_U_114,0.41672873,history,0
2026-03-12_1379485_U_115,0.22286135,history,0
