model,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,accuracy_std,precision_std,recall_std,f1_std,roc_auc_std,pr_auc_std
RAW-STATS+XGBoost,3,0.821818766066838,0.5411997363216875,0.6653160453808752,0.5968738640494365,0.8528991532497734,0.6443781504315409,,,,,,
RAW-STATS+XGBoost,4,0.8162356567905463,0.580387685290764,0.7512915129151292,0.6548729495014474,0.8787621259352646,0.717834658741541,,,,,,
RAW-STATS+XGBoost,5,0.8339157929772009,0.5847287340924313,0.697841726618705,0.6362973760932945,0.874982905646899,0.6970921681027158,,,,,,
RAW-STATS+XGBoost,mean,0.8127633878485183,0.5412073842101297,0.6778613330809857,0.6017385122532003,0.8540330333508177,0.6516291157099381,0.014932726352527511,0.03875187517939614,0.04525457780641542,0.04070223597902956,0.020389954473842384,0.04920780973862081
RAW-STATS+RF,1,0.7891294190935991,0.46314416177429873,0.572119258662369,0.5118961788031723,0.808515520239936,0.5510332463841716,,,,,,
RAW-STATS+RF,2,0.7910127209648108,0.5129993658845909,0.6194486983154671,0.5612209503988901,0.8180038589698467,0.5740327060783238,,,,,,
RAW-STATS+RF,3,0.815392030848329,0.5294525294525294,0.6191247974068071,0.5707881957415016,0.8362361676351081,0.6144338856074775,,,,,,
RAW-STATS+RF,4,0.8047610892276075,0.5624636839047066,0.7143911439114391,0.6293888166449935,0.8656059593602181,0.6919625363958332,,,,,,
RAW-STATS+RF,5,0.8282576135796306,0.5788336933045356,0.6426858513189448,0.6090909090909091,0.8606142408477591,0.6671533780959712,,,,,,
RAW-STATS+RF,mean,0.8057105747427954,0.5293786868641323,0.6335539499230054,0.5764770101358933,0.8377951494105738,0.6197231505123555,0.014791637527458339,0.0404863300721358,0.04647455951499962,0.04074093621075158,0.022563574051685027,0.05348280345383547
RAW-STATS+LR,1,0.7067434978975238,0.3518005540166205,0.6140209508460919,0.44731435280305254,0.7405380515775359,0.4296541584766911,,,,,,
RAW-STATS+LR,2,0.695522881215926,0.3857932794555508,0.6944869831546707,0.49603500136724094,0.7738236223022777,0.49778499482703964,,,,,,
RAW-STATS+LR,3,0.7474293059125964,0.41377551020408165,0.6572123176661264,0.5078271759549154,0.7826932633500389,0.46416393059561395,,,,,,
RAW-STATS+LR,4,0.7362562082548382,0.4578203374373005,0.7409594095940959,0.5659526493799324,0.8062928131511468,0.5533029071919178,,,,,,
RAW-STATS+LR,5,0.7520386087535363,0.4393092940578974,0.6914468425259792,0.5372670807453416,0.8023560134658142,0.528312370668119,,,,,,
RAW-STATS+LR,mean,0.7275981004068841,0.4096997950342902,0.6796253007573928,0.5108792520500965,0.7811407527693628,0.49464367235187634,0.022491385566615504,0.037769734140639354,0.04225816820116635,0.039998899884403465,0.02361035137102172,0.044129370166553696
